word,frequency,language
mhm,1,eng
umtheyuh,1,eng
ehthe,1,eng
she,5,eng
goes,1,eng
to,8,eng
see,2,eng
her,10,eng
grandma,6,eng
brought,1,eng
a,1,eng
basket,1,eng
of,1,eng
food,1,eng
for,1,eng
uh,1,eng
went,1,eng
go,1,eng
and,7,eng
waved,2,eng
goodbye,2,eng
mom,1,eng
the,12,eng
big,1,eng
bad,1,eng
wolf,6,eng
was,2,eng
chasing,1,eng
beat,1,eng
house,1,eng
ate,1,eng
dressed,1,eng
up,1,eng
as,1,eng
wanted,1,eng
eat,2,eng
little,3,eng
red,3,eng
riding,3,eng
hood,3,eng
looks,1,eng
at,1,eng
jumps,1,eng
tries,1,eng
no,1,eng
scared,1,eng
hunter,2,eng
came,1,eng
get,1,eng
wolfum,1,eng
he,2,eng
got,1,eng
saved,1,eng
I,2,eng
know,1,eng
how,1,eng
describe,1,eng
it,1,eng
frogs,1,eng
think,1,eng
plus,1,eng
dog,1,eng
left,1,eng
