word,frequency,language
the,26,eng
granny,9,eng
gave,1,eng
granddaughter,1,eng
or,1,eng
child,1,eng
a,2,eng
red,6,eng
riding,6,eng
hood,6,eng
yes,2,eng
she,3,eng
leftlittle,1,eng
left,2,eng
to,12,eng
gather,1,eng
muffins,2,eng
no,1,eng
little,5,eng
go,1,eng
her,2,eng
house,2,eng
give,1,eng
then,5,eng
wolf,7,eng
tries,2,eng
scare,1,eng
and,13,eng
lumberjack,1,eng
kill,1,eng
yeah,1,eng
I,2,eng
just,1,eng
sent,1,eng
it,2,eng
went,1,eng
eat,2,eng
now,7,eng
is,6,eng
trying,1,eng
ride,1,eng
redding,1,eng
thinks,1,eng
that,3,eng
putting,2,eng
flowers,1,eng
cookies,1,eng
on,1,eng
table,1,eng
notices,1,eng
something,1,eng
odd,1,eng
about,1,eng
furry,1,eng
has,2,eng
ears,1,eng
claws,1,eng
ate,1,eng
hunter,2,eng
snipped,1,eng
belly,3,eng
out,1,eng
came,1,eng
back,1,eng
rocks,1,eng
in,1,eng
rockin,1,eng
like,3,eng
pretend,1,eng
still,1,eng
full,1,eng
supposed,1,eng
Oh,1,eng
have,1,eng
such,1,eng
big,1,eng
leaving,1,eng
saying,1,eng
goodbye,1,eng
dog,1,eng
