word,frequency,language
her,10,eng
birthday,1,eng
and,20,eng
grandma,7,eng
got,2,eng
a,6,eng
new,1,eng
coat,1,eng
the,20,eng
birds,1,eng
are,1,eng
looking,1,eng
at,1,eng
it,4,eng
i,2,eng
think,1,eng
they,6,eng
like,2,eng
mom,1,eng
gave,1,eng
some,6,eng
food,2,eng
to,7,eng
give,1,eng
then,21,eng
girl,6,eng
was,7,eng
walking,1,eng
wolf,7,eng
trying,2,eng
eat,1,eng
scare,1,eng
but,1,eng
she,1,eng
did,1,eng
not,1,eng
succeed,1,eng
lumberjack,4,eng
came,5,eng
saw,2,eng
house,1,eng
he,9,eng
ate,1,eng
an,1,eng
old,1,eng
dressed,1,eng
up,1,eng
little,2,eng
preparing,1,eng
cookies,1,eng
drinks,1,eng
go,1,eng
asked,1,eng
him,2,eng
questions,1,eng
answered,1,eng
jumped,1,eng
out,2,eng
of,3,eng
bed,1,eng
with,3,eng
girlish,1,eng
costume,1,eng
that,1,eng
probably,1,eng
wore,1,eng
scared,1,eng
running,1,eng
away,1,eng
well,1,eng
see,1,eng
what,2,eng
happened,1,eng
because,1,eng
heard,1,eng
lot,1,eng
noise,1,eng
fat,1,eng
tummy,1,eng
is,1,eng
this,1,eng
pink,1,eng
thing,1,eng
on,1,eng
top,1,eng
oh,1,eng
thought,1,eng
bow,1,eng
tie,1,eng
or,1,eng
something,1,eng
killed,1,eng
them,1,eng
cut,1,eng
open,1,eng
his,1,eng
belly,1,eng
went,1,eng
get,1,eng
rocks,2,eng
filled,1,eng
someone,1,eng
back,1,eng
alive,1,eng
so,1,eng
full,1,eng
barely,1,eng
walk,1,eng
everybody,1,eng
laughing,1,eng
thanked,1,eng
took,1,eng
home,1,eng
