word,frequency,language
okay,1,eng
so,6,eng
it,3,eng
was,12,eng
Little,12,eng
Red,12,eng
Riding,11,eng
birthday,1,eng
and,22,eng
she,5,eng
wanted,1,eng
to,8,eng
go,1,eng
tell,1,eng
her,7,eng
grandma,9,eng
Hood,10,eng
had,1,eng
some,2,eng
food,1,eng
packed,1,eng
up,4,eng
in,4,eng
a,8,eng
basket,1,eng
headed,1,eng
towards,1,eng
the,18,eng
forest,1,eng
where,1,eng
lived,3,eng
waved,1,eng
goodbye,2,eng
mom,1,eng
while,2,eng
walking,2,eng
wolf,8,eng
smelled,1,eng
starting,1,eng
walk,1,eng
over,2,eng
when,1,eng
guy,1,eng
with,4,eng
axe,1,eng
saw,1,eng
him,4,eng
caught,1,eng
act,1,eng
but,2,eng
know,1,eng
that,3,eng
this,1,eng
happening,1,eng
faster,1,eng
than,1,eng
he,6,eng
quickly,1,eng
got,3,eng
house,1,eng
before,1,eng
picking,1,eng
flowers,2,eng
thought,2,eng
of,4,eng
great,1,eng
plan,1,eng
went,1,eng
inside,1,eng
gobbled,1,eng
as,2,eng
soon,1,eng
there,1,eng
put,2,eng
vase,1,eng
cookies,1,eng
water,2,eng
on,1,eng
table,1,eng
eventually,5,eng
noticed,1,eng
asked,1,eng
why,2,eng
are,1,eng
you,1,eng
hiding,1,eng
under,1,eng
covers,1,eng
figured,1,eng
out,3,eng
or,1,eng
called,1,eng
is,1,eng
not,1,eng
jumped,1,eng
bed,1,eng
started,1,eng
attempt,1,eng
eat,1,eng
hunter,1,eng
i,2,eng
think,2,eng
found,1,eng
brought,1,eng
his,3,eng
dog,1,eng
along,1,eng
wondered,1,eng
belly,2,eng
large,1,eng
cut,2,eng
open,1,eng
they,5,eng
happily,2,eng
ever,2,eng
after,2,eng
then,2,eng
filled,1,eng
bunch,2,eng
rocks,2,eng
sewed,1,eng
back,1,eng
pushed,1,eng
because,2,eng
heavy,1,eng
what,1,eng
actually,1,eng
fell,1,eng
into,1,eng
well,1,eng
super,1,eng
thirsty,1,eng
said,1,eng
