word,frequency,language
her,7,eng
grandmother,2,eng
gave,1,eng
a,3,eng
red,1,eng
coat,1,eng
and,10,eng
happy,1,eng
to,14,eng
see,3,eng
it,2,eng
the,24,eng
birds,1,eng
wanted,1,eng
too,1,eng
leaving,1,eng
family,2,eng
going,1,eng
somewhere,1,eng
walking,1,eng
in,1,eng
forest,1,eng
wolf,10,eng
is,11,eng
trying,5,eng
eat,3,eng
little,2,eng
girl,4,eng
man,4,eng
stop,1,eng
about,3,eng
knock,1,eng
on,1,eng
door,1,eng
grandma,4,eng
came,1,eng
give,1,eng
flowers,1,eng
cookies,1,eng
water,1,eng
hiding,1,eng
as,1,eng
looking,1,eng
if,1,eng
really,1,eng
full,2,eng
by,1,eng
eating,1,eng
them,2,eng
all,2,eng
kill,1,eng
so,1,eng
got,1,eng
of,2,eng
people,1,eng
out,1,eng
his,1,eng
stomach,1,eng
feeding,1,eng
coal,1,eng
get,1,eng
something,1,eng
drink,1,eng
saying,1,eng
goodbye,1,eng
granddaughter,1,eng
that,1,eng
saved,1,eng
