word,frequency,language
Lucy,8,eng
danced,1,eng
a,4,eng
marvelous,1,eng
dance,1,eng
for,2,eng
her,12,eng
grandmother,7,eng
and,11,eng
three,1,eng
birds,1,eng
waved,2,eng
goodbye,2,eng
to,8,eng
mother,1,eng
when,9,eng
she,6,eng
set,1,eng
off,1,eng
house,3,eng
seem,1,eng
see,1,eng
the,30,eng
great,3,eng
big,5,eng
wolf,9,eng
right,1,eng
behind,1,eng
was,8,eng
delivering,2,eng
biscuits,3,eng
delivered,1,eng
picking,1,eng
flowers,2,eng
went,1,eng
straight,1,eng
so,3,eng
scared,2,eng
came,2,eng
into,2,eng
or,1,eng
very,1,eng
case,1,eng
placing,1,eng
in,5,eng
vase,1,eng
bad,2,eng
licked,1,eng
his,2,eng
lips,1,eng
he,2,eng
i,1,eng
guess,1,eng
little,1,eng
suspicious,1,eng
about,1,eng
saw,1,eng
how,1,eng
face,1,eng
looked,1,eng
but,1,eng
finally,1,eng
realized,1,eng
it,1,eng
jumped,1,eng
up,3,eng
ready,1,eng
eat,1,eng
ate,1,eng
though,1,eng
hunter,5,eng
door,1,eng
end,1,eng
open,1,eng
cut,2,eng
saved,1,eng
brought,2,eng
some,1,eng
heavy,1,eng
rocks,2,eng
put,1,eng
hole,1,eng
that,1,eng
belly,3,eng
grandma,1,eng
sewed,1,eng
would,1,eng
woke,1,eng
full,1,eng
of,1,eng
stones,1,eng
could,1,eng
barely,1,eng
walk,1,eng
after,1,eng
dog,1,eng
animals,1,eng
