word,frequency,language
niña,10,spa
comió,1,spa
ve,1,spa
pusieron,1,spa
felices,1,spa
estómago,1,spa
similares,1,spa
un,12,spa
que,5,spa
tiene,2,spa
camara,2,spa
roja,1,spa
estás,2,spa
bailando,1,spa
con,5,spa
tu,4,spa
en,5,spa
casa,6,spa
y,14,spa
los,3,spa
pajaros,1,spa
escuchando,1,spa
día,1,spa
mamá,1,spa
se,10,spa
a,7,spa
para,2,spa
caminar,1,spa
el,19,spa
de,5,spa
como,1,spa
cosa,1,spa
botella,2,spa
comido,1,spa
cuando,7,spa
están,5,spa
cominando,1,spa
lobo,12,spa
quiere,1,spa
saltó,3,spa
pero,2,spa
niño,1,spa
no,3,spa
eschucho,1,spa
agarando,1,spa
flores,2,spa
comino,1,spa
silencio,1,spa
abuelo,1,spa
encima,1,spa
comía,1,spa
agararon,1,spa
pone,2,spa
vaso,1,spa
vijo,1,spa
cama,1,spa
dijo,2,spa
ella,1,spa
poco,1,spa
diferente,1,spa
muy,4,spa
cerco,1,spa
enfrente,1,spa
corrió,1,spa
cazador,5,spa
rifel,1,spa
entra,1,spa
perro,1,spa
es,1,spa
grande,1,spa
abró,1,spa
afuera,2,spa
del,4,spa
rocas,1,spa
adentro,1,spa
voy,1,spa
caminó,1,spa
nina,1,spa
feliz,2,spa
al,1,spa
necesita,1,spa
vivir,1,spa
estómeco,1,spa
todos,1,spa
animales,1,spa
similar,1,spa
drop,1,eng
off,1,eng
with,1,eng
a,1,eng
going,1,eng
to,1,eng
sow,1,eng
it,1,eng
together,1,eng
