word,frequency,language
felices,1,spa
su,7,spa
cose,1,spa
o,1,spa
la,20,spa
es,4,spa
boba,1,spa
feliz,1,spa
de,6,spa
caperucita,11,spa
roja,11,spa
y,16,spa
mamá,1,spa
en,4,spa
ir,1,spa
a,10,spa
casa,4,spa
comida,1,spa
aquí,1,spa
lobo,9,spa
tratando,1,spa
comer,3,spa
persona,1,spa
que,4,spa
madera,1,spa
estás,2,spa
enojado,1,spa
cuando,1,spa
las,1,spa
flores,2,spa
come,2,spa
abuelita,3,spa
pone,1,spa
vasa,1,spa
quiere,1,spa
ella,1,spa
tu,1,spa
trató,1,spa
viene,1,spa
va,2,spa
destruye,1,spa
pero,1,spa
se,2,spa
hace,1,spa
destruió,1,spa
ello,2,spa
son,1,spa
bien,1,spa
poner,1,spa
rocas,1,spa
estecha,1,spa
hacer,1,spa
dice,1,spa
adiós,1,spa
ayudó,1,spa
slash,1,eng
grandma,1,eng
embarking,1,eng
journey,1,eng
in,1,eng
front,1,eng
picking,1,eng
woodchopper,2,eng
woodcutter,1,eng
woof,2,eng
