word,frequency,language
dio,1,spa
olvidó,1,spa
montaña,1,spa
realizó,1,spa
dijeron,1,spa
vez,1,spa
hay,5,spa
niña,17,spa
y,32,spa
su,7,spa
abuelita,4,spa
se,5,spa
vieron,1,spa
vestido,1,spa
roja,1,spa
día,3,spa
la,28,spa
mamá,2,spa
de,8,spa
ella,1,spa
dicieron,1,spa
que,11,spa
abuela,12,spa
era,3,spa
enferma,2,spa
dieron,1,spa
algunas,2,spa
comidas,1,spa
diferentes,1,spa
para,3,spa
pero,1,spa
no,2,spa
olvidaron,1,spa
a,8,spa
decir,1,spa
lobo,17,spa
en,8,spa
el,18,spa
bosque,1,spa
quería,1,spa
comer,1,spa
todos,1,spa
vio,1,spa
hola,1,spa
señor,2,spa
es,3,spa
buen,2,spa
sí,1,spa
lugar,1,spa
estás,2,spa
yo,3,spa
soy,1,spa
caminando,1,spa
casa,5,spa
mi,2,spa
porque,1,spa
está,2,spa
muy,2,spa
dónde,2,spa
sólo,3,spa
derecha,1,spa
luego,6,spa
izquierda,1,spa
debajo,2,spa
esta,1,spa
montoña,1,spa
flores,2,spa
puedes,1,spa
dar,1,spa
gracias,1,spa
cuando,1,spa
llegó,2,spa
comió,1,spa
como,2,spa
voz,1,spa
estoy,1,spa
aquí,1,spa
cama,1,spa
poní,2,spa
los,1,spa
vaso,1,spa
ay,3,spa
tan,2,spa
ojos,1,spa
tiene,5,spa
ver,1,spa
tú,3,spa
más,2,spa
bien,1,spa
grande,2,spa
orejas,1,spa
puedo,1,spa
oir,1,spa
mejor,1,spa
gran,1,spa
boca,1,spa
comerse,1,spa
comí,1,spa
bosquedor,1,spa
venía,1,spa
ve,1,spa
había,1,spa
estómago,4,spa
del,2,spa
hombre,2,spa
rescater,1,spa
le,1,spa
rocas,2,spa
estaba,1,spa
relació,1,spa
adiós,1,spa
like,4,eng
what,1,eng
place,1,eng
are,1,eng
you,1,eng
going,1,eng
to,1,eng
or,1,eng
so,1,eng
I,1,eng
think,1,eng
yeah,2,eng
rescue,1,eng
them,1,eng
a,1,eng
sewing,1,eng
needle,1,eng
and,1,eng
thread,1,eng
he,1,eng
woke,1,eng
up,1,eng
all,1,eng
lived,1,eng
happily,1,eng
ever,1,eng
after,1,eng
again,1,eng
