word,frequency,language
dicen,1,spa
la,13,spa
niña,9,spa
tiene,2,spa
un,3,spa
nuevo,1,spa
va,2,spa
a,6,spa
ir,1,spa
su,3,spa
abuela,7,spa
hay,1,spa
lobo,10,spa
y,12,spa
el,11,spa
está,3,spa
tratando,2,spa
de,3,spa
asustar,1,spa
flores,2,spa
para,2,spa
comer,3,spa
come,1,spa
pone,1,spa
las,2,spa
galletas,1,spa
en,1,spa
mesa,1,spa
sí,1,spa
quiere,1,spa
piense,1,spa
que,1,spa
muy,1,spa
grande,1,spa
orejas,1,spa
trata,1,spa
todos,2,spa
están,2,spa
alegre,1,spa
con,1,spa
rocas,1,spa
no,1,spa
se,4,spa
bien,1,spa
al,3,spa
forest,1,spa
los,2,spa
demás,1,spa
él,1,spa
dice,2,spa
niño,1,spa
animales,1,spa
hacen,1,spa
picking,1,eng
hunter,2,eng
comes,1,eng
in,1,eng
sew,1,eng
him,1,eng
together,1,eng
laughing,1,eng
goodbye,2,eng
