word,frequency,language
ve,1,spa
ponen,1,spa
la,14,spa
niña,11,spa
recibió,1,spa
su,5,spa
chaqueta,2,spa
roja,2,spa
de,3,spa
abuela,5,spa
es,6,spa
caminando,3,spa
con,2,spa
y,11,spa
tiene,1,spa
canasta,1,spa
comida,1,spa
entre,1,spa
hay,3,spa
un,3,spa
lobo,10,spa
que,1,spa
persiguiendo,1,spa
cuando,1,spa
en,5,spa
el,10,spa
bosque,1,spa
unas,1,spa
flores,2,spa
animales,1,spa
hasta,1,spa
casa,1,spa
comiendo,1,spa
pone,3,spa
vaso,1,spa
galletas,1,spa
agua,1,spa
mesa,1,spa
quiere,2,spa
comerlo,2,spa
curioso,1,spa
porque,3,spa
no,1,spa
mira,1,spa
como,1,spa
persigue,1,spa
come,1,spa
veo,1,spa
del,1,spa
rocas,2,spa
era,1,spa
muy,1,spa
reyendo,2,spa
dice,1,spa
adiós,1,spa
a,1,spa
not,1,eng
sure,1,eng
yeah,1,eng
hunter,5,eng
a,3,eng
save,1,eng
heavy,1,eng
