word,frequency,language
una,1,spa
niña,12,spa
está,7,spa
visitando,1,spa
su,3,spa
abuela,8,spa
y,20,spa
feliz,3,spa
adiós,1,spa
listo,2,spa
empezar,1,spa
caminar,1,spa
otro,1,spa
lugar,1,spa
caminando,1,spa
en,6,spa
bosque,1,spa
cuando,2,spa
un,3,spa
lobo,13,spa
comer,4,spa
ella,5,spa
quiere,1,spa
se,1,spa
encuentra,1,spa
casa,4,spa
de,7,spa
entre,2,spa
empieza,4,spa
cama,2,spa
fue,1,spa
piensa,1,spa
que,2,spa
es,1,spa
hablar,1,spa
con,1,spa
atacar,1,spa
correr,1,spa
señor,6,spa
ve,1,spa
hay,1,spa
mata,1,spa
son,3,spa
viva,1,spa
todos,2,spa
rocas,3,spa
ponen,2,spa
las,2,spa
ahora,1,spa
va,1,spa
sus,1,spa
casas,1,spa
let,1,eng
