word,frequency,language
sombrero,1,spa
tienes,1,spa
tiene,3,spa
felices,1,spa
había,1,spa
una,6,spa
vez,1,spa
niña,12,spa
rojo,1,spa
chamara,2,spa
y,20,spa
su,5,spa
mamá,1,spa
dice,3,spa
puedo,1,spa
hacer,1,spa
pastel,1,spa
para,2,spa
tu,2,spa
abuelita,4,spa
la,33,spa
va,3,spa
a,3,spa
con,4,spa
comida,1,spa
están,7,spa
caminando,1,spa
gigante,1,spa
caminar,1,spa
lobo,2,spa
casa,2,spa
comió,2,spa
zorro,5,spa
pon,2,spa
sombrera,1,spa
hace,1,spa
poniendo,1,spa
flores,1,spa
en,3,spa
vaso,1,spa
mira,1,spa
grandes,1,spa
ojos,1,spa
comiendo,1,spa
también,1,spa
niño,7,spa
muy,3,spa
no,2,spa
hambre,1,spa
tijeras,1,spa
cortando,1,spa
abuela,2,spa
rocas,1,spa
panza,1,spa
perrito,1,spa
feliz,1,spa
porque,1,spa
sus,1,spa
casas,1,spa
adiós,1,spa
in,1,eng
path,1,eng
hunter,1,eng
free,1,eng
