word,frequency,language
once,1,eng
there,2,eng
was,8,eng
a,7,eng
little,1,eng
girl,8,eng
and,37,eng
her,13,eng
grandma,9,eng
makde,1,eng
blood,1,eng
red,1,eng
cape,1,eng
she,6,eng
had,2,eng
matching,1,eng
shoes,1,eng
blue,1,eng
dress,1,eng
one,1,eng
day,1,eng
went,6,eng
into,3,eng
the,36,eng
woods,1,eng
to,11,eng
bring,1,eng
sick,1,eng
grandmother,1,eng
some,3,eng
cookies,2,eng
cakes,1,eng
so,3,eng
forest,3,eng
on,4,eng
way,1,eng
house,3,eng
while,1,eng
walking,1,eng
wolf,9,eng
sneaking,1,eng
up,1,eng
following,1,eng
brave,2,eng
man,2,eng
in,8,eng
with,2,eng
an,1,eng
ax,1,eng
that,3,eng
followed,1,eng
them,2,eng
stopped,1,eng
pick,1,eng
flowers,3,eng
ahead,1,eng
were,3,eng
very,1,eng
pretty,1,eng
came,5,eng
without,1,eng
knocking,1,eng
pounced,2,eng
thinking,1,eng
put,3,eng
plate,1,eng
vase,1,eng
no,1,eng
idea,1,eng
instead,1,eng
of,2,eng
next,1,eng
said,4,eng
how,1,eng
big,2,eng
ears,1,eng
you,4,eng
have,2,eng
what,2,eng
betters,1,eng
hear,1,eng
eyes,1,eng
better,1,eng
see,1,eng
out,3,eng
bed,1,eng
attacked,1,eng
wearing,1,eng
nightgown,1,eng
ate,1,eng
hunter,1,eng
helped,1,eng
cut,1,eng
open,1,eng
stomach,3,eng
they,1,eng
rocks,3,eng
his,1,eng
be,1,eng
replacements,1,eng
for,1,eng
people,1,eng
sewed,1,eng
back,2,eng
together,1,eng
really,2,eng
heavy,2,eng
dry,1,eng
he,2,eng
well,1,eng
get,1,eng
water,1,eng
fell,1,eng
never,1,eng
seen,1,eng
again,2,eng
goodbye,1,eng
home,1,eng
