word,frequency,language
Caperucita,10,spa
Roja,8,spa
una,4,spa
niña,2,spa
conocida,1,spa
por,4,spa
portar,1,spa
capa,1,spa
de,25,spa
color,1,spa
rojo,1,spa
que,8,spa
vivía,2,spa
en,8,spa
el,15,spa
bosque,5,spa
ella,3,spa
solía,1,spa
hornear,1,spa
pasteles,1,spa
con,8,spa
su,11,spa
abuela,11,spa
un,9,spa
día,1,spa
madre,1,spa
la,15,spa
envió,1,spa
provisiones,2,spa
al,4,spa
donde,2,spa
después,8,spa
largo,1,spa
caminar,1,spa
y,10,spa
toparse,1,spa
leñador,1,spa
pronto,1,spa
lobo,12,spa
avistó,1,spa
a,14,spa
mirándola,1,spa
deseosamente,2,spa
no,4,spa
obstante,3,spa
ello,7,spa
se,10,spa
percató,1,spa
iría,1,spa
casa,9,spa
mientras,3,spa
recogía,1,spa
flores,3,spa
los,1,spa
alrededores,1,spa
del,3,spa
decidió,2,spa
ir,1,spa
entonces,1,spa
irrumpió,1,spa
tomándola,1,spa
comiéndola,1,spa
rato,1,spa
llegó,2,spa
sin,1,spa
saber,1,spa
había,4,spa
disfrazado,1,spa
deseosa,1,spa
ver,1,spa
recogido,1,spa
las,3,spa
mamá,1,spa
mandado,1,spa
para,1,spa
colocando,1,spa
jarrón,1,spa
comida,2,spa
mesa,1,spa
estaba,4,spa
esperando,1,spa
porque,1,spa
acercaba,1,spa
él,2,spa
acercó,1,spa
cama,2,spa
supuesta,1,spa
notando,1,spa
ciertas,1,spa
cosas,2,spa
veía,1,spa
bien,2,spa
todo,2,spa
abalanzó,1,spa
hacia,1,spa
intentando,2,spa
comerla,1,spa
intentó,1,spa
correr,1,spa
toda,1,spa
escapar,1,spa
comió,1,spa
momento,1,spa
hacer,1,spa
tanto,1,spa
ruido,1,spa
cazador,4,spa
dio,1,spa
cuenta,1,spa
lo,1,spa
sucediendo,1,spa
acercarse,1,spa
investigar,1,spa
entró,1,spa
encontró,1,spa
satisfecho,1,spa
tirado,1,spa
historia,1,spa
tomó,1,spa
revuelo,1,spa
distinto,1,spa
cual,1,spa
simplemente,1,spa
comido,1,spa
igual,1,spa
fue,2,spa
mandada,1,spa
par,1,spa
piedras,2,spa
preparaba,1,spa
hilera,1,spa
enviaron,1,spa
ya,1,spa
estómago,1,spa
lleno,1,spa
deshacerse,1,spa
llevarle,1,spa
junto,1,spa
