word,frequency,language
había,4,spa
una,6,spa
vez,2,spa
niña,1,spa
pequeña,1,spa
de,12,spa
cabello,1,spa
rubio,1,spa
que,9,spa
usaba,1,spa
capa,1,spa
roja,1,spa
a,16,spa
ella,3,spa
le,1,spa
gustaban,1,spa
los,1,spa
animales,1,spa
solía,1,spa
preparar,1,spa
postres,1,spa
pasteles,1,spa
para,2,spa
su,10,spa
abuela,11,spa
hubo,1,spa
un,10,spa
día,1,spa
en,8,spa
mamá,1,spa
la,18,spa
mandó,1,spa
el,15,spa
bosque,3,spa
sola,1,spa
con,5,spa
canasta,3,spa
llena,2,spa
comida,2,spa
agua,2,spa
y,14,spa
fruta,1,spa
entonces,7,spa
mientras,6,spa
iba,1,spa
caminando,1,spa
por,3,spa
apareció,2,spa
lobo,11,spa
se,11,spa
quería,1,spa
comer,1,spa
o,1,spa
también,1,spa
leñador,1,spa
Caperucita,11,spa
paró,1,spa
buscar,1,spa
flores,2,spa
adelantó,1,spa
llegó,3,spa
casa,4,spa
donde,1,spa
debía,1,spa
llegar,1,spa
pensó,1,spa
podía,1,spa
comerse,1,spa
así,4,spa
ganar,1,spa
ventaja,1,spa
puso,1,spa
las,2,spa
parado,1,spa
recoger,1,spa
florero,1,spa
sacó,2,spa
tenía,1,spa
echó,1,spa
plato,1,spa
copa,1,spa
respectivamente,1,spa
estuvo,1,spa
cama,3,spa
haciéndose,1,spa
pasar,1,spa
quedó,2,spa
sorprendida,2,spa
ver,2,spa
esa,1,spa
forma,1,spa
pues,1,spa
estaba,3,spa
diferente,1,spa
es,4,spa
cuando,2,spa
salió,1,spa
saltó,1,spa
hacia,2,spa
Roja,2,spa
asustada,1,spa
empezó,1,spa
correr,1,spa
cazador,5,spa
rifle,1,spa
entró,1,spa
acostado,1,spa
panza,3,spa
grande,1,spa
porque,1,spa
probablemente,1,spa
comió,1,spa
ya,1,spa
comido,1,spa
cabe,1,spa
mencionar,1,spa
hecha,1,spa
desastre,1,spa
mató,1,spa
al,2,spa
lo,3,spa
abrió,1,spa
vivas,1,spa
como,3,spa
si,1,spa
nada,1,spa
metió,1,spa
piedras,3,spa
dentro,3,spa
del,2,spa
traído,1,spa
junto,1,spa
perro,1,spa
preparaba,1,spa
aguja,1,spa
costuraron,1,spa
fue,1,spa
pozo,2,spa
asomó,1,spa
cayó,1,spa
él,2,spa
reían,1,spa
acompañó,1,spa
despedía,1,spa
