word,frequency,language
Caperucita,7,spa
Roja,2,spa
era,1,spa
una,3,spa
niña,1,spa
muy,2,spa
alegre,1,spa
y,10,spa
siempre,1,spa
le,3,spa
gustaba,3,spa
vestir,1,spa
con,3,spa
su,12,spa
capa,1,spa
color,1,spa
rojo,1,spa
ella,2,spa
visitar,1,spa
a,11,spa
abuela,4,spa
menudo,1,spa
llevarle,3,spa
postres,1,spa
un,5,spa
día,1,spa
mamá,1,spa
la,9,spa
mandó,1,spa
casa,4,spa
de,10,spa
canasta,1,spa
galletas,2,spa
en,6,spa
el,11,spa
camino,2,spa
lobo,9,spa
observaba,1,spa
empezó,1,spa
perseguir,1,spa
leñador,5,spa
se,2,spa
dio,2,spa
cuenta,2,spa
esto,1,spa
iba,1,spa
recogiendo,1,spa
flores,2,spa
por,2,spa
todo,1,spa
para,3,spa
abuelita,5,spa
siguió,2,spa
persiguiendo,1,spa
llegó,3,spa
primero,1,spa
este,2,spa
atacó,1,spa
llevándole,1,spa
poniéndole,1,spa
todas,1,spa
las,1,spa
mesa,1,spa
mientras,1,spa
que,6,spa
ya,1,spa
estaba,2,spa
cama,2,spa
disfrazado,1,spa
al,4,spa
observar,1,spa
poco,1,spa
extraña,1,spa
sin,1,spa
previo,1,spa
aviso,1,spa
saltó,1,spa
atacar,1,spa
había,2,spa
visto,1,spa
lo,1,spa
igual,1,spa
manera,1,spa
encontró,1,spa
tendido,1,spa
enorme,1,spa
barriga,1,spa
mató,1,spa
e,1,spa
hizo,1,spa
salieran,1,spa
estómago,2,spa
metió,1,spa
piedras,1,spa
del,2,spa
así,1,spa
costurarlo,1,spa
cayera,1,spa
pozo,1,spa
regreso,1,spa
fue,1,spa
acompañada,1,spa
estos,1,spa
disfrutaron,1,spa
postre,1,spa
llevado,1,spa
