word,frequency,language
Caperucita,13,spa
Roja,13,spa
de,15,spa
Charles,1,spa
Perrault,1,spa
había,6,spa
ido,1,spa
a,17,spa
visitar,1,spa
su,16,spa
abuelita,10,spa
para,3,spa
llevarle,1,spa
un,4,spa
pastel,1,spa
ese,1,spa
día,3,spa
mucho,2,spa
calor,1,spa
pesar,1,spa
eso,1,spa
ella,4,spa
se,14,spa
puso,1,spa
capa,1,spa
roja,1,spa
cuando,6,spa
llegó,1,spa
casa,7,spa
encontró,1,spa
parada,1,spa
platicando,1,spa
con,6,spa
los,1,spa
pájaros,1,spa
al,5,spa
siguiente,1,spa
iba,4,spa
regresar,1,spa
abuela,1,spa
mamá,2,spa
le,8,spa
dijo,1,spa
que,14,spa
llevara,2,spa
una,5,spa
cesta,2,spa
comida,1,spa
y,11,spa
también,1,spa
uvas,1,spa
agarró,1,spa
despidió,1,spa
fue,2,spa
caminando,1,spa
no,4,spa
dio,2,spa
cuenta,2,spa
la,15,spa
venía,1,spa
persiguiendo,1,spa
lobo,13,spa
desvió,1,spa
del,3,spa
camino,1,spa
quedó,1,spa
recogiendo,1,spa
flores,2,spa
como,2,spa
el,13,spa
vio,2,spa
hacia,2,spa
dónde,1,spa
dirigía,1,spa
entró,2,spa
señora,1,spa
estaba,7,spa
haciendo,1,spa
cama,3,spa
entrado,1,spa
abalanzó,2,spa
sobre,2,spa
llegado,1,spa
decidió,2,spa
poner,1,spa
las,1,spa
recogido,1,spa
bosque,1,spa
en,3,spa
jarrón,1,spa
pensó,1,spa
acostada,3,spa
pero,2,spa
lo,1,spa
dentro,1,spa
era,3,spa
sorprendió,1,spa
ver,1,spa
acercó,1,spa
preguntarle,1,spa
por,2,spa
qué,1,spa
si,2,spa
ya,3,spa
tarde,1,spa
respondió,2,spa
porque,2,spa
muy,2,spa
cansado,1,spa
hizo,2,spa
voz,1,spa
volvió,1,spa
preguntar,1,spa
comido,1,spa
él,3,spa
comer,1,spa
quitó,1,spa
sábana,1,spa
tirando,1,spa
buró,1,spa
lado,1,spa
cazador,3,spa
pasando,1,spa
escuchó,1,spa
todo,1,spa
alboroto,1,spa
comió,1,spa
durmiendo,2,spa
barriga,1,spa
enorme,1,spa
roncaba,1,spa
aprovechar,1,spa
rajó,1,spa
panza,2,spa
tijera,1,spa
sorpresivamente,1,spa
salieron,1,spa
vida,1,spa
tuvo,1,spa
idea,1,spa
rellenar,1,spa
piedras,1,spa
costurarlo,1,spa
después,1,spa
despertó,1,spa
podía,1,spa
ni,1,spa
caminar,1,spa
sentía,1,spa
estómago,1,spa
pesado,1,spa
agradeció,1,spa
gracias,1,spa
ellos,1,spa
aún,1,spa
seguía,1,spa
viva,1,spa
