word,frequency,language
Caperucita,8,spa
Roja,2,spa
de,15,spa
Charles,1,spa
Perrault,1,spa
un,6,spa
día,1,spa
quería,1,spa
llevar,1,spa
a,12,spa
casa,5,spa
su,6,spa
abuela,9,spa
pastel,1,spa
salió,2,spa
y,16,spa
madre,1,spa
le,1,spa
dijo,1,spa
llévate,1,spa
esta,1,spa
cesta,1,spa
llévala,1,spa
tu,1,spa
estaba,1,spa
caminando,1,spa
por,2,spa
el,9,spa
bosque,1,spa
cuando,5,spa
repente,2,spa
lobo,8,spa
la,14,spa
vio,3,spa
se,10,spa
acercó,2,spa
ella,3,spa
seguido,1,spa
este,2,spa
había,1,spa
leñador,2,spa
pero,1,spa
no,2,spa
dio,2,spa
cuenta,2,spa
entonces,2,spa
dónde,1,spa
dirigía,1,spa
fue,2,spa
primero,1,spa
en,3,spa
lo,2,spa
que,6,spa
recogía,1,spa
unas,1,spa
flores,2,spa
atacó,1,spa
para,2,spa
hacerse,1,spa
pasar,1,spa
ideando,1,spa
plan,1,spa
brillante,1,spa
llegó,1,spa
percató,1,spa
realidad,1,spa
era,1,spa
colocó,1,spa
las,1,spa
pan,1,spa
todo,1,spa
llevó,1,spa
sorprendida,1,spa
veía,1,spa
diferente,1,spa
salta,1,spa
cama,2,spa
ataca,1,spa
llega,1,spa
ve,1,spa
al,2,spa
descansando,1,spa
con,3,spa
panza,4,spa
enorme,1,spa
decide,1,spa
ayudar,1,spa
rescatar,1,spa
cortándole,1,spa
así,1,spa
estas,1,spa
pudieron,1,spa
escapar,1,spa
después,1,spa
tuvieron,1,spa
idea,1,spa
llenarle,1,spa
piedras,1,spa
sintiera,1,spa
tenía,1,spa
algo,1,spa
dentro,1,spa
despertó,1,spa
sentía,1,spa
pesada,1,spa
corriendo,1,spa
pozo,1,spa
tropezó,1,spa
cayó,1,spa
todos,1,spa
estuvieron,1,spa
felices,1,spa
visitó,1,spa
regreso,1,spa
cazador,1,spa
