word,frequency,language
Caperucita,13,spa
Roja,2,spa
era,1,spa
una,7,spa
niña,1,spa
alegre,2,spa
que,15,spa
la,17,spa
distinguía,1,spa
su,9,spa
capa,1,spa
roja,1,spa
y,18,spa
tenía,4,spa
como,1,spa
amigos,1,spa
a,10,spa
varios,1,spa
pájaros,1,spa
animales,1,spa
del,3,spa
bosque,2,spa
abuela,10,spa
igual,1,spa
estaba,3,spa
muy,4,spa
le,3,spa
gustaba,1,spa
bailar,1,spa
pero,4,spa
sobre,2,spa
todo,2,spa
cocinaba,1,spa
preparaba,1,spa
postres,1,spa
mañana,1,spa
decidió,1,spa
salir,2,spa
para,4,spa
visitar,1,spa
madre,1,spa
otorgó,1,spa
canasta,1,spa
en,9,spa
cual,1,spa
llevaba,2,spa
uvas,1,spa
vino,2,spa
pan,1,spa
el,14,spa
camino,3,spa
al,3,spa
entrar,1,spa
se,8,spa
topó,1,spa
con,6,spa
había,2,spa
un,8,spa
lobo,10,spa
aparentó,1,spa
intentar,1,spa
asustarla,1,spa
también,1,spa
cazador,5,spa
parecía,1,spa
algo,3,spa
obsesionado,1,spa
continuaba,1,spa
llegó,4,spa
antes,2,spa
casa,3,spa
plan,1,spa
durante,1,spa
entretuvo,1,spa
recogiendo,1,spa
unas,3,spa
flores,2,spa
visita,2,spa
de,9,spa
entró,1,spa
tuvo,1,spa
gran,1,spa
idea,2,spa
atacarla,1,spa
abalanzarse,1,spa
ella,1,spa
apareciera,1,spa
vez,2,spa
puso,1,spa
las,2,spa
plantas,1,spa
recogió,1,spa
jarrón,1,spa
sirvió,1,spa
poco,1,spa
junto,1,spa
galletas,1,spa
acercó,1,spa
sorprendida,1,spa
pues,1,spa
notaba,1,spa
diferente,1,spa
aspecto,1,spa
físico,1,spa
llamaba,1,spa
mucho,1,spa
atención,1,spa
entonces,2,spa
pronto,1,spa
salta,1,spa
supuesta,1,spa
resultó,1,spa
ser,1,spa
espantada,1,spa
tirando,1,spa
mueble,1,spa
donde,1,spa
vela,1,spa
eso,3,spa
acompañado,1,spa
perro,1,spa
escucharon,1,spa
ruido,1,spa
decidieron,1,spa
investigar,1,spa
entran,1,spa
ven,1,spa
hay,1,spa
desorden,1,spa
ve,1,spa
satisfecho,2,spa
panza,1,spa
llena,1,spa
están,1,spa
felices,2,spa
porque,2,spa
los,1,spa
apoyó,1,spa
utilizó,1,spa
tijeras,1,spa
apoyar,1,spa
les,1,spa
ocurrió,1,spa
llenar,1,spa
piedras,1,spa
coserlo,1,spa
hecho,1,spa
fue,2,spa
aparentemente,1,spa
no,1,spa
conocía,1,spa
lo,1,spa
cargaba,1,spa
interior,1,spa
busca,1,spa
agua,1,spa
sediento,1,spa
resbaló,1,spa
cayó,1,spa
estaban,1,spa
carcajeando,1,spa
final,1,spa
fueron,1,spa
contenta,1,spa
vio,1,spa
despidió,1,spa
compañía,1,spa
