word,frequency,language
Little,10,eng
Red,10,eng
Riding,10,eng
Hood,10,eng
at,2,eng
her,14,eng
house,4,eng
and,36,eng
grandma,9,eng
was,12,eng
so,3,eng
excited,1,eng
to,12,eng
see,1,eng
she,2,eng
very,2,eng
happy,3,eng
it,5,eng
birthday,1,eng
there,3,eng
a,8,eng
cake,1,eng
somewhere,1,eng
outside,1,eng
of,4,eng
the,24,eng
picture,1,eng
little,2,eng
birds,2,eng
were,4,eng
chirping,1,eng
everybody,1,eng
dancing,2,eng
went,1,eng
go,1,eng
take,1,eng
some,3,eng
food,3,eng
back,2,eng
from,1,eng
they,7,eng
going,4,eng
spend,1,eng
afternoon,1,eng
together,1,eng
eating,1,eng
spending,1,eng
time,1,eng
as,1,eng
family,1,eng
bye,2,eng
mom,1,eng
while,4,eng
walking,1,eng
through,1,eng
forest,1,eng
scary,1,eng
wolf,10,eng
that,1,eng
following,1,eng
secretly,1,eng
picking,1,eng
flowers,3,eng
had,2,eng
stopped,1,eng
pick,1,eng
for,3,eng
grandmother,1,eng
headed,1,eng
try,2,eng
sneak,1,eng
in,5,eng
came,3,eng
attacked,1,eng
fought,1,eng
climbed,1,eng
bed,2,eng
pretended,1,eng
like,1,eng
he,7,eng
set,1,eng
up,5,eng
cookies,1,eng
just,2,eng
approached,1,eng
wondering,1,eng
looks,1,eng
sickly,1,eng
or,2,eng
different,1,eng
today,1,eng
wondered,1,eng
on,4,eng
with,6,eng
my,2,eng
all,3,eng
sudden,2,eng
jumped,1,eng
said,2,eng
your,1,eng
now,1,eng
began,1,eng
chasing,1,eng
ate,1,eng
He,1,eng
swallowed,1,eng
whole,1,eng
laid,1,eng
couch,1,eng
his,4,eng
big,1,eng
fat,1,eng
belly,2,eng
rubbed,1,eng
sat,1,eng
pecked,1,eng
man,2,eng
gun,1,eng
running,1,eng
dog,1,eng
saw,1,eng
full,1,eng
dead,1,eng
bodies,1,eng
cut,1,eng
stomach,3,eng
open,1,eng
out,1,eng
popped,1,eng
tickled,1,eng
bloated,1,eng
anymore,1,eng
then,2,eng
took,1,eng
rocks,2,eng
put,1,eng
because,1,eng
cook,1,eng
maybe,1,eng
sew,1,eng
save,1,eng
life,2,eng
even,1,eng
though,1,eng
tried,1,eng
eaten,1,eng
them,1,eng
filled,1,eng
would,1,eng
never,1,eng
eat,1,eng
anybody,1,eng
again,1,eng
ran,2,eng
off,2,eng
laughed,1,eng
who,1,eng
actually,1,eng
father,1,eng
thanks,1,eng
saving,1,eng
good,1,eng
