caminar,VERB,0,0,0,1,2,0,0,0,0
descansar,VERB,0,0,0,0,1,0,0,0,0
escuchó,VERB,0,0,0,0,2,0,0,0,0
pasando,VERB,0,0,0,0,2,0,0,0,0
sigilosamente,ADV,0,0,0,0,1,0,0,0,0
para,SCONJ,0,0,0,0,1,0,0,0,0
hacerle,VERB,0,0,0,0,1,0,0,0,0
oh,INTJ,0,1,0,1,1,3,0,0,0
dormía,VERB,0,0,0,0,1,0,0,0,0
abrió,VERB,0,0,0,0,1,0,0,0,0
barriga,NOUN,0,0,0,0,4,0,0,4,1
salieron,VERB,0,0,0,1,1,0,0,1,0
intactas,ADJ,0,0,0,0,1,0,0,0,0
haberles,AUX,0,0,0,0,1,0,0,0,0
nada,PRON,0,0,0,0,2,0,0,0,0
todos,PRON,0,0,0,0,2,0,1,0,1
celebraron,VERB,0,0,0,0,1,0,0,0,0
juntos,ADJ,0,0,0,0,1,0,0,0,0
seguía,VERB,0,0,0,0,1,0,0,0,0
durmiendo,VERB,0,0,0,0,1,0,1,0,0
daba,VERB,0,0,0,0,1,0,0,0,0
pusieron,VERB,0,0,0,0,1,0,0,0,0
adentro,ADV,0,0,0,1,2,1,1,1,0
trajeron,VERB,0,0,0,0,1,0,0,0,0
afuera,ADV,0,0,1,0,1,0,1,0,0
ayudaron,VERB,0,0,0,0,1,0,0,0,0
hacer,VERB,0,0,0,0,1,0,0,0,0
cosió,VERB,0,0,0,0,1,0,0,0,0
toda,DET,0,0,0,1,1,0,0,0,1
esa,DET,0,0,0,0,1,0,0,0,0
llenura,NOUN,0,0,0,0,1,0,0,0,0
era,VERB,0,0,0,0,1,0,0,0,0
comido,VERB,0,0,0,0,1,0,0,0,0
realidad,NOUN,0,0,0,1,1,0,0,0,0
eran,AUX,0,0,0,0,1,0,0,0,0
habían,AUX,0,0,0,0,1,0,0,0,0
puesto,VERB,0,0,0,0,1,0,0,0,0
veían,VERB,0,0,0,0,1,0,0,0,0
caminaba,VERB,0,0,0,0,1,1,0,0,0
lentamente,ADV,0,0,0,0,1,0,0,0,0
reían,VERB,0,0,0,0,1,2,0,0,0
él,PRON,0,0,1,0,1,1,0,1,0
como,SCONJ,0,0,0,0,1,0,0,0,0
