scared,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muchacho,NOUN,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
va,VERB,1,0,0,0,0,0,2,1,3,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,2,4,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es,AUX,1,2,0,0,1,0,0,0,0,1,4,1,0,0,3,1,0,0,1,3,0,0,0,2,0,0,0,2,0,0,3,0,0,1,0,1,4,1,1,2,0,2,1,0,1,0,0,0,1,0,3,0,1,0,6,0,0,1,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gone,ADJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esta,VERB,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
con,ADP,1,5,3,1,7,0,1,8,1,1,4,0,2,3,3,4,0,1,2,4,3,2,0,0,4,0,4,0,1,6,0,0,1,8,2,3,2,7,2,0,9,4,6,0,4,1,3,2,4,6,0,0,9,0,3,3,0,1,0,1,0,5,0,1,0,1,3,2,2,3,4,3,0,1,1,3,3,0,0,1,2,3,1,1,3,5,5,5,2,1,6,3,6,6,10,5,3,5,6,2,4,9,3,3,8,5
perro,NOUN,1,10,0,0,0,0,1,3,0,1,1,2,0,0,1,1,0,1,2,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,3,2,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0
trahendo,VERB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piedras,NOUN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,1,4,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,0,1,1,1,1,0,1,1,1,1,2,0,2,1,1,1,1,1,1,1,1,1,2,3,0,1,0,2,2,0,0,1,2,0
niño,NOUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dice,VERB,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,11,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chao,INTJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,ADP,1,1,4,3,1,6,4,9,5,7,13,8,7,19,7,4,5,15,14,9,6,11,12,18,10,2,14,2,11,16,0,14,14,20,20,10,8,10,6,10,12,11,22,10,7,8,13,14,13,3,8,0,8,0,5,11,0,6,11,7,14,16,0,3,1,8,5,12,14,9,5,8,6,17,13,10,5,0,12,16,11,14,13,7,8,7,13,12,14,11,10,12,17,10,8,17,8,11,14,20,14,13,9,11,15,7
okay,INTJ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chica,NOUN,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
que,PRON,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0
que,SCONJ,0,8,5,2,1,0,1,2,4,1,2,3,2,10,1,8,5,6,0,2,2,1,3,5,2,9,2,0,4,6,3,3,5,15,22,4,6,4,3,2,6,7,23,1,8,4,3,3,7,0,11,0,5,0,1,1,0,2,4,1,0,1,0,1,0,3,3,9,3,3,3,7,13,7,11,4,8,0,7,12,4,4,9,3,1,5,1,6,8,13,14,5,14,5,6,7,2,6,12,12,11,21,3,6,7,8
tenía,VERB,0,3,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,3,1,0,0,0,0,0,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,4,0,1,1,0,0,1,0,0,2,4,1,0,1,0,1,4,0,4,1,0,1,4,1,0,0,0,1,2,0,3,0,0,1
pelo,VERB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubio,NOUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abuela,NOUN,0,5,1,4,7,7,8,6,0,7,1,10,7,4,1,4,0,2,11,21,7,8,12,1,3,2,13,0,10,14,6,1,9,8,15,8,12,4,8,1,10,0,0,5,1,0,0,1,0,2,13,0,12,0,5,0,0,8,6,7,5,8,0,3,5,9,0,2,0,0,1,1,0,2,2,0,0,0,4,10,1,1,0,7,5,9,1,5,0,0,10,9,1,11,7,11,9,7,6,0,8,12,6,4,11,5
buena,ADJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tengo,VERB,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rubio,ADJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
suéter,NOUN,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rojo,ADJ,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
ella,PRON,0,8,1,0,0,1,0,4,4,0,1,2,0,5,0,0,0,2,0,0,0,3,0,0,0,2,2,5,1,0,0,0,1,2,4,0,0,1,0,0,0,0,5,0,3,3,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0,4,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2,0,2,0,1,1,0,0,0,1,1,2,1,3,5,1,1,3,2,1,4,0,1,3,2,2,3,2
sale,VERB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de,ADP,0,11,3,12,2,4,0,6,5,1,2,8,4,33,1,3,1,9,6,4,4,7,3,5,3,6,9,1,9,8,0,5,4,11,7,6,11,4,1,2,7,8,25,10,13,9,7,13,14,0,8,0,5,0,3,7,0,7,8,3,1,8,0,0,0,6,4,4,3,6,6,12,3,5,4,6,3,0,4,8,3,3,6,0,3,4,6,14,12,9,9,15,15,20,14,13,10,9,10,13,9,20,3,12,26,5
la,DET,0,12,8,19,17,17,0,9,12,34,34,15,4,25,16,5,7,22,25,91,10,14,24,9,21,20,27,6,14,32,1,24,13,34,50,19,7,16,12,23,20,15,38,7,20,8,18,8,11,36,34,0,14,0,17,16,0,17,28,15,38,24,0,2,20,9,3,11,12,8,11,13,3,7,10,4,3,0,10,6,5,10,8,7,7,6,13,14,16,6,15,12,13,37,24,15,10,12,14,13,11,20,9,4,14,6
su,DET,0,2,6,4,4,5,4,9,2,0,4,5,6,10,1,5,0,2,8,1,4,9,5,7,1,0,3,0,1,14,6,5,7,9,1,5,15,7,6,1,5,5,14,8,9,13,6,14,6,6,7,0,4,0,5,3,0,3,6,3,0,10,0,0,8,7,5,7,4,9,4,8,6,10,4,9,10,0,6,16,8,5,3,3,8,7,7,6,6,18,9,6,16,11,14,10,9,6,9,11,10,13,5,12,11,8
dar,VERB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,ADV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuando,SCONJ,0,10,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,2,5,1,1,0,0,1,0,0,0,0,0,4,10,1,0,0,0,4,0,1,0,4,0,0,0,1,5,0,0,1,0,8,0,1,4,0,1,2,0,0,2,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,1,0,2,0,0,0,4,0,0,1,1,0,5,6,6,2,2,1,1,0,0,0,0,0,0,0,0
caminar,VERB,0,4,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
la,PRON,0,2,0,0,0,2,0,1,1,0,0,3,0,1,0,0,1,0,0,1,1,1,1,1,0,5,3,1,1,2,0,1,0,0,2,2,0,0,0,1,4,1,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,0,0,4,2,1,4,3,3,0,3,2,2,2,3,3,2,2,0,2,0,4,2,2,2,3,0,3,1,2,7,2,1,3,0,5,1,3
forest,NOUN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuando,CCONJ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
