word,frequency,language
this,1,eng
girl,5,eng
was,11,eng
gonna,2,eng
going,2,eng
take,1,eng
a,2,eng
cake,1,eng
to,7,eng
her,4,eng
mom,1,eng
then,9,eng
she,4,eng
said,2,eng
goodbye,1,eng
grandma,6,eng
and,18,eng
wolf,12,eng
smelled,1,eng
the,27,eng
food,2,eng
came,3,eng
scared,3,eng
after,1,eng
into,1,eng
little,2,eng
house,2,eng
planning,2,eng
get,1,eng
pretend,1,eng
like,1,eng
when,1,eng
that,1,eng
picking,1,eng
flowers,2,eng
put,2,eng
in,3,eng
vase,1,eng
ready,1,eng
scare,1,eng
covering,1,eng
his,1,eng
face,1,eng
mad,1,eng
because,1,eng
out,1,eng
hunter,1,eng
got,2,eng
they,4,eng
used,1,eng
scissors,1,eng
open,1,eng
saw,1,eng
rocks,1,eng
sewed,1,eng
exploded,1,eng
bigger,1,eng
bye,1,eng
old,1,eng
lady,1,eng
