word,frequency,language
vaso,3,spa
una,1,spa
niña,13,spa
estaba,2,spa
bailando,1,spa
la,24,spa
abuela,12,spa
aplaudiendo,1,spa
todos,1,spa
miraban,1,spa
dice,1,spa
adiós,3,spa
a,12,spa
su,5,spa
le,4,spa
dijo,1,spa
mamá,1,spa
pasaba,1,spa
por,1,spa
el,10,spa
bosque,1,spa
donde,1,spa
se,10,spa
encontró,2,spa
un,7,spa
lobo,12,spa
muchas,2,spa
animales,1,spa
y,12,spa
señor,7,spa
unas,1,spa
flores,2,spa
para,4,spa
darselas,1,spa
pero,2,spa
luego,3,spa
entró,1,spa
casa,1,spa
de,3,spa
algo,1,spa
malo,1,spa
pasó,1,spa
comió,2,spa
puso,3,spa
todas,1,spa
las,3,spa
en,4,spa
galletas,1,spa
plato,1,spa
voso,1,spa
agua,1,spa
mesa,1,spa
iba,2,spa
entregar,1,spa
vio,1,spa
al,3,spa
muy,3,spa
extraño,1,spa
no,2,spa
sabía,2,spa
si,1,spa
eras,1,spa
o,1,spa
sorprendió,1,spa
corrió,1,spa
cuando,1,spa
que,3,spa
preguntó,1,spa
dónde,1,spa
fue,1,spa
mi,1,spa
vino,1,spa
ayudar,1,spa
ser,1,spa
trabajo,1,spa
bueno,1,spa
pues,1,spa
abró,1,spa
panza,3,spa
del,3,spa
sacó,1,spa
salvó,1,spa
dio,1,spa
gracias,1,spa
sacarlas,1,spa
pusieron,1,spa
rocas,1,spa
esté,1,spa
allí,1,spa
sintió,1,spa
pesado,1,spa
rieron,1,spa
mucho,1,spa
porque,1,spa
cayó,1,spa
dijieron,1,spa
