word,frequency,language
Little,9,eng
Red,9,eng
Riding,9,eng
Hood,9,eng
was,3,eng
with,3,eng
her,8,eng
grandmother,9,eng
for,3,eng
birthday,2,eng
I,1,eng
went,6,eng
to,13,eng
go,1,eng
deliver,1,eng
some,1,eng
food,4,eng
and,14,eng
then,9,eng
the,21,eng
wolf,7,eng
saw,2,eng
started,3,eng
try,1,eng
get,3,eng
while,2,eng
picking,1,eng
up,4,eng
flowers,2,eng
house,4,eng
in,2,eng
ate,1,eng
setting,1,eng
plate,1,eng
of,3,eng
water,1,eng
she,2,eng
noticed,1,eng
that,2,eng
dressed,1,eng
acted,1,eng
like,1,eng
a,4,eng
little,1,eng
suspicious,1,eng
about,1,eng
how,2,eng
looked,1,eng
had,1,eng
big,3,eng
ears,1,eng
eyes,1,eng
large,1,eng
teeth,1,eng
jumped,2,eng
out,2,eng
bed,1,eng
eat,1,eng
as,2,eng
well,2,eng
someone,1,eng
came,1,eng
because,1,eng
they,2,eng
heard,1,eng
lot,1,eng
noise,1,eng
very,1,eng
stomach,3,eng
so,2,eng
he,2,eng
decided,1,eng
cut,1,eng
filled,1,eng
hot,1,eng
rocks,2,eng
or,2,eng
just,1,eng
burn,1,eng
got,1,eng
hurt,1,eng
into,1,eng
said,1,eng
goodbye,1,eng
thank,1,eng
you,1,eng
other,1,eng
man,1,eng
back,1,eng
