word,frequency,language
niña,12,spa
esta,7,spa
con,4,spa
su,4,spa
abuela,1,spa
y,15,spa
una,5,spa
bueno,2,spa
tiempo,1,spa
tiene,2,spa
basketita,1,spa
comida,1,spa
va,2,spa
a,11,spa
visetar,1,spa
abuelita,7,spa
camina,1,spa
para,2,spa
casa,5,spa
de,2,spa
hay,1,spa
animal,9,spa
que,2,spa
es,3,spa
entrando,1,spa
comiendo,1,spa
cuando,2,spa
ella,1,spa
no,3,spa
ahi,1,spa
ahora,1,spa
mira,1,spa
pretiniendo,1,spa
estando,1,spa
pero,3,spa
atemptas,1,spa
comer,1,spa
come,1,spa
señor,3,spa
ves,1,spa
perro,1,spa
poner,1,spa
las,1,spa
rocas,1,spa
en,1,spa
stomica,1,spa
atempta,1,spa
caminar,1,spa
pueda,1,spa
mucho,1,spa
basa,1,spa
casas,1,spa
Fin,1,spa
having,1,eng
a,1,eng
arrives,1,eng
noticing,1,eng
weapon,1,eng
frees,1,eng
