word,frequency,language
la,34,spa
chiquita,11,spa
esta,18,spa
saludando,1,spa
a,7,spa
abuela,7,spa
y,13,spa
es,1,spa
muy,1,spa
feliz,2,spa
tiene,2,spa
cargando,1,spa
algo,1,spa
haciendo,1,spa
adios,1,spa
un,5,spa
otro,1,spa
persona,1,spa
caminando,1,spa
ve,1,spa
mal,1,spa
animal,10,spa
quiere,1,spa
entrar,1,spa
casa,1,spa
agarrando,2,spa
asustada,2,spa
poniendo,2,spa
flores,1,spa
en,4,spa
vaso,1,spa
cama,2,spa
esconlado,1,spa
hablando,1,spa
corriendo,2,spa
comío,1,spa
mucho,1,spa
aea,1,spa
entra,1,spa
con,1,spa
perro,1,spa
muchacha,3,spa
tijeras,1,spa
dormiendo,1,spa
bolas,1,spa
boca,1,spa
de,1,spa
viendo,1,spa
al,1,spa
que,1,spa
dice,1,spa
adiós,1,spa
perra,1,spa
