word,frequency,language
were,1,eng
once,1,eng
upon,1,eng
a,6,eng
time,1,eng
there,2,eng
was,6,eng
little,8,eng
girl,1,eng
named,1,eng
Red,3,eng
Riding,3,eng
Hood,3,eng
she,6,eng
lived,2,eng
with,1,eng
mom,3,eng
in,5,eng
cottage,1,eng
the,33,eng
forest,2,eng
one,1,eng
day,1,eng
said,5,eng
take,1,eng
this,1,eng
bag,1,eng
and,16,eng
bring,1,eng
it,2,eng
to,16,eng
your,5,eng
did,1,eng
but,2,eng
warned,2,eng
that,1,eng
go,1,eng
deep,1,eng
dark,1,eng
because,1,eng
big,1,eng
bad,1,eng
wolf,7,eng
is,1,eng
then,8,eng
what,7,eng
happened,9,eng
who,1,eng
saw,2,eng
red,7,eng
riding,7,eng
hood,7,eng
knock,1,eng
him,2,eng
down,2,eng
he,9,eng
had,1,eng
plan,2,eng
his,1,eng
eat,2,eng
kill,1,eng
Little,1,eng
after,3,eng
i,1,eng
mean,1,eng
when,5,eng
took,1,eng
shortcut,1,eng
stopped,1,eng
pick,1,eng
some,3,eng
flowers,2,eng
for,1,eng
ran,2,eng
into,1,eng
house,2,eng
open,1,eng
door,1,eng
ate,3,eng
may,1,eng
have,1,eng
put,2,eng
pot,1,eng
cookies,1,eng
water,2,eng
soda,1,eng
bottle,1,eng
noise,1,eng
smell,1,eng
you,4,eng
better,3,eng
ears,1,eng
hear,1,eng
eyes,1,eng
see,1,eng
mouth,1,eng
jumped,1,eng
out,2,eng
all,1,eng
over,1,eng
hunter,3,eng
got,3,eng
idea,2,eng
first,1,eng
cut,1,eng
tummy,3,eng
people,2,eng
free,3,eng
of,3,eng
an,1,eng
rocks,1,eng
talked,1,eng
ready,1,eng
stich,1,eng
thirsty,1,eng
wanted,1,eng
drink,1,eng
so,1,eng
my,1,eng
heavy,1,eng
these,1,eng
gone,1,eng
well,1,eng
splash,1,eng
simming,1,eng
know,1,eng
how,1,eng
swim,1,eng
yet,1,eng
died,1,eng
happily,1,eng
ever,1,eng
