word,frequency,language
mom,1,eng
it,6,eng
was,19,eng
a,6,eng
birthday,1,eng
and,32,eng
she,16,eng
with,4,eng
someone,1,eng
that,13,eng
looked,2,eng
like,1,eng
her,6,eng
grandma,3,eng
clapping,1,eng
they,8,eng
were,5,eng
dancing,1,eng
had,3,eng
red,2,eng
coat,2,eng
the,48,eng
says,1,eng
goodbye,2,eng
to,14,eng
as,2,eng
little,9,eng
girl,10,eng
went,8,eng
collect,1,eng
some,4,eng
food,3,eng
basket,1,eng
set,1,eng
off,1,eng
walking,1,eng
forest,1,eng
notice,1,eng
but,5,eng
there,5,eng
wolf,13,eng
behind,1,eng
trying,1,eng
eat,1,eng
so,5,eng
following,4,eng
also,2,eng
hunter,4,eng
stopped,1,eng
pick,1,eng
flowers,2,eng
house,4,eng
going,4,eng
go,1,eng
at,2,eng
an,1,eng
old,5,eng
lady,5,eng
ate,2,eng
when,5,eng
got,3,eng
put,2,eng
down,1,eng
bed,2,eng
saw,2,eng
not,1,eng
laying,1,eng
him,3,eng
in,9,eng
surprise,1,eng
because,1,eng
knew,1,eng
very,1,eng
surprised,1,eng
jumped,1,eng
out,3,eng
tried,1,eng
run,2,eng
quick,1,eng
enough,1,eng
then,8,eng
fell,2,eng
asleep,2,eng
on,1,eng
walked,3,eng
his,1,eng
dog,1,eng
he,7,eng
grabs,1,eng
scissors,1,eng
gonna,3,eng
cut,2,eng
stomach,2,eng
open,1,eng
both,1,eng
brought,1,eng
tons,1,eng
of,2,eng
rocks,3,eng
sew,1,eng
back,2,eng
up,2,eng
woke,1,eng
thought,1,eng
still,1,eng
actually,1,eng
just,1,eng
drink,1,eng
bit,1,eng
water,2,eng
leaned,1,eng
heavy,1,eng
pulled,1,eng
into,1,eng
said,1,eng
all,1,eng
their,1,eng
end,1,eng
