word,frequency,language
the,46,eng
girl,10,eng
was,9,eng
dancing,1,eng
she,1,eng
found,1,eng
a,2,eng
wolf,13,eng
and,12,eng
hunter,7,eng
fighting,1,eng
him,1,eng
went,5,eng
to,11,eng
house,3,eng
her,5,eng
grandma,10,eng
while,3,eng
picking,1,eng
up,1,eng
flowers,2,eng
for,4,eng
ate,2,eng
putting,1,eng
in,4,eng
jar,1,eng
waiting,1,eng
come,1,eng
next,2,eng
bed,1,eng
confused,1,eng
because,1,eng
his,3,eng
tried,3,eng
like,4,eng
rob,2,eng
okay,2,eng
came,1,eng
he,6,eng
saw,1,eng
that,1,eng
cut,1,eng
belly,5,eng
oh,2,eng
saved,1,eng
some,3,eng
rocks,2,eng
put,1,eng
it,1,eng
inside,2,eng
of,4,eng
then,1,eng
closed,1,eng
water,2,eng
full,1,eng
when,1,eng
get,1,eng
fell,1,eng
well,3,eng
yeah,1,eng
people,1,eng
besides,1,eng
or,1,eng
above,1,eng
bush,1,eng
said,1,eng
bye,1,eng
home,1,eng
