word,frequency,language
había,3,spa
una,3,spa
niña,3,spa
que,8,spa
esta,1,spa
con,2,spa
su,6,spa
abuelita,6,spa
y,23,spa
quería,1,spa
comer,3,spa
un,5,spa
poquito,1,spa
de,3,spa
pastel,1,spa
entonces,2,spa
se,11,spa
fue,4,spa
pero,5,spa
basqueta,1,spa
comida,1,spa
cuando,2,spa
al,4,spa
bosque,1,spa
para,2,spa
caminar,1,spa
a,4,spa
casa,2,spa
lobo,11,spa
atrás,1,spa
ella,1,spa
lo,1,spa
iba,2,spa
llego,2,spa
el,9,spa
le,3,spa
siguió,1,spa
también,1,spa
ay,2,spa
asusto,2,spa
abuela,1,spa
agarró,1,spa
unas,1,spa
flores,1,spa
pretendió,1,spa
como,2,spa
ahí,1,spa
en,1,spa
cama,1,spa
luego,2,spa
dijo,3,spa
paso,1,spa
estas,1,spa
bien,2,spa
te,1,spa
ves,1,spa
poco,1,spa
raro,1,spa
pretende,1,spa
estoy,1,spa
señor,4,spa
caminó,2,spa
vio,2,spa
Había,1,spa
abrió,1,spa
puerta,1,spa
tenía,1,spa
pistola,1,spa
no,2,spa
comió,3,spa
ellos,1,spa
postre,1,spa
niñita,2,spa
trajo,1,spa
rocas,1,spa
las,1,spa
puso,1,spa
cerca,1,spa
del,1,spa
creía,1,spa
los,2,spa
corrió,1,spa
afuera,1,spa
juntos,1,spa
adiós,1,spa
