word,frequency,language
qué,1,spa
hacemos,1,spa
ahora,2,spa
el,7,spa
final,1,spa
te,1,spa
cuento,1,spa
la,20,spa
historia,1,spa
niña,8,spa
con,4,spa
estaba,7,spa
abuela,3,spa
a,8,spa
próxima,1,spa
saludando,1,spa
su,1,spa
mamá,1,spa
siendo,1,spa
comida,1,spa
por,1,spa
lobo,6,spa
no,3,spa
ah,1,spa
llegó,3,spa
casa,2,spa
es,1,spa
que,2,spa
sé,1,spa
cómo,1,spa
decirlo,1,spa
porque,1,spa
hay,1,spa
mucho,1,spa
más,1,spa
pasando,1,spa
y,4,spa
caminando,1,spa
se,5,spa
comió,3,spa
sí,1,spa
hablando,1,spa
persiguió,1,spa
cazador,1,spa
sacó,1,spa
abuelita,1,spa
le,1,spa
pusieron,1,spa
piedras,2,spa
adentro,1,spa
de,2,spa
despertó,1,spa
dio,1,spa
cuenta,1,spa
en,1,spa
despidió,1,spa
okay,11,eng
