word,frequency,language
woke,1,eng
goes,1,eng
i,6,eng
think,2,eng
the,19,eng
grandma,4,eng
did,1,eng
a,6,eng
cake,1,eng
okay,1,eng
then,16,eng
her,13,eng
mom,2,eng
gave,1,eng
know,4,eng
basket,1,eng
things,1,eng
and,22,eng
with,3,eng
food,1,eng
said,1,eng
bye,2,eng
to,5,eng
because,1,eng
was,8,eng
gonna,1,eng
going,1,eng
be,1,eng
at,1,eng
house,3,eng
found,1,eng
wolf,8,eng
that,4,eng
annoying,1,eng
bothering,1,eng
hunter,3,eng
get,1,eng
into,2,eng
like,6,eng
before,1,eng
grabbing,1,eng
flowers,2,eng
ate,2,eng
put,3,eng
in,2,eng
table,1,eng
sawed,1,eng
came,3,eng
gun,1,eng
he,11,eng
fat,1,eng
shooted,1,eng
him,1,eng
but,3,eng
just,1,eng
yeah,2,eng
oh,1,eng
cut,1,eng
his,1,eng
belly,2,eng
grabbed,1,eng
out,1,eng
they,2,eng
were,1,eng
happy,1,eng
wait,1,eng
rocks,1,eng
it,2,eng
when,1,eng
wake,1,eng
up,1,eng
tried,1,eng
walk,1,eng
too,3,eng
big,1,eng
how,1,eng
say,2,eng
falled,1,eng
thingy,1,eng
nahhh,1,eng
end,2,eng
girl,1,eng
go,1,eng
all,1,eng
