word,frequency,language
the,59,eng
girl,14,eng
go,4,eng
in,9,eng
i,5,eng
know,4,eng
see,1,eng
going,8,eng
water,1,eng
bye,8,eng
mom,1,eng
wolf,1,eng
and,21,eng
one,1,eng
boy,17,eng
is,13,eng
mad,1,eng
not,1,eng
that,7,eng
grandmother,9,eng
grandma,1,eng
hi,1,eng
what,2,eng
these,1,eng
okay,11,eng
come,1,eng
here,2,eng
then,3,eng
yeah,4,eng
this,7,eng
take,1,eng
you,2,eng
rock,4,eng
dog,4,eng
a,1,eng
oh,2,eng
happy,2,eng
no,1,eng
barely,1,eng
big,1,eng
ah,1,eng
help,2,eng
me,2,eng
yes,1,eng
rabbit,1,eng
creep,1,eng
my,1,eng
no,2,spa
sé,2,spa
cómo,1,spa
se,4,spa
dice,4,spa
el,2,spa
lobo,2,spa
en,6,spa
inglés,2,spa
comó,2,spa
perro,1,spa
su,5,spa
abuelita,1,spa
como,1,spa
panza,4,spa
tijeras,1,spa
agua,1,spa
y,1,spa
terminen,1,spa
