word,frequency,language
hay,5,spa
niña,5,spa
con,6,spa
su,4,spa
abuela,7,spa
y,11,spa
está,10,spa
pajaritos,2,spa
la,17,spa
exíta,1,spa
casa,3,spa
en,4,spa
pie,1,spa
un,4,spa
persona,1,spa
armas,1,spa
lombre,8,spa
que,1,spa
quiere,1,spa
comerla,1,spa
puerta,1,spa
de,2,spa
come,1,spa
no,1,spa
gusto,1,spa
preparanda,1,spa
unas,1,spa
para,1,spa
es,1,spa
hambre,1,spa
comiendo,1,spa
juntera,1,spa
descubre,1,spa
grande,1,spa
estómica,1,spa
perrito,1,spa
libamos,1,spa
fin,1,spa
rocas,2,spa
revimos,1,spa
caminó,1,spa
mucho,1,spa
estómiga,2,spa
exitamos,1,spa
a,1,spa
stuff,1,eng
sus,1,eng
saying,1,eng
goodbye,1,eng
