word,frequency,language
despidió,2,spa
la,20,spa
caperucita,11,spa
bailo,1,spa
para,1,spa
su,5,spa
abuela,7,spa
roja,9,spa
se,4,spa
de,6,spa
mamá,1,spa
y,8,spa
va,1,spa
a,10,spa
le,2,spa
estaba,2,spa
llevando,1,spa
comida,1,spa
no,2,spa
dio,1,spa
cuenta,1,spa
que,3,spa
un,3,spa
lobo,8,spa
perseguía,1,spa
campesino,1,spa
protegió,1,spa
el,10,spa
persigió,1,spa
comió,1,spa
las,2,spa
galletas,1,spa
flores,1,spa
agua,3,spa
en,4,spa
mesa,1,spa
como,1,spa
sospechando,1,spa
esa,1,spa
es,1,spa
azotó,1,spa
cazador,4,spa
fue,2,spa
casa,1,spa
por,1,spa
los,1,spa
ruidos,1,spa
encontró,1,spa
con,3,spa
una,1,spa
panza,2,spa
lleno,1,spa
cortó,1,spa
al,3,spa
sacó,1,spa
ayuda,1,spa
del,2,spa
pusieron,1,spa
piedras,1,spa
estómago,1,spa
beber,2,spa
momento,2,spa
trató,1,spa
cayó,1,spa
poso,1,spa
perro,1,spa
despiden,1,spa
despidieron,1,spa
