word,frequency,language
Riding,10,eng
there,2,eng
was,5,eng
this,3,eng
girl,2,eng
named,1,eng
Little,10,eng
Red,10,eng
Hood,10,eng
her,9,eng
and,21,eng
mom,2,eng
were,1,eng
baking,1,eng
cookies,5,eng
then,18,eng
got,3,eng
a,3,eng
basket,1,eng
put,2,eng
some,1,eng
in,2,eng
told,3,eng
can,2,eng
you,5,eng
go,2,eng
bring,1,eng
these,2,eng
your,2,eng
to,8,eng
grandma,4,eng
please,1,eng
said,3,eng
yes,1,eng
she,2,eng
left,1,eng
the,18,eng
house,5,eng
went,1,eng
forest,1,eng
where,3,eng
is,1,eng
wolf,9,eng
appeared,1,eng
little,1,eng
are,1,eng
going,2,eng
drop,1,eng
off,1,eng
like,1,eng
mmm,1,eng
I,1,eng
have,3,eng
plan,3,eng
eat,2,eng
headed,1,eng
first,1,eng
he,5,eng
took,1,eng
glasses,1,eng
hat,1,eng
pajamas,1,eng
on,3,eng
bed,1,eng
at,1,eng
that,1,eng
time,1,eng
already,2,eng
arrived,1,eng
placed,1,eng
down,1,eng
table,1,eng
so,1,eng
hungry,1,eng
do,2,eng
why,1,eng
big,3,eng
eyes,1,eng
mouth,1,eng
ears,1,eng
because,1,eng
ready,1,eng
started,1,eng
running,1,eng
chasing,1,eng
after,1,eng
hunter,1,eng
came,1,eng
stopped,1,eng
rescued,1,eng
