word,frequency,language
preseguir,1,spa
la,23,spa
niña,1,spa
está,3,spa
bailando,2,spa
por,1,spa
su,8,spa
abuela,11,spa
porque,3,spa
es,1,spa
cumpleaños,1,spa
estaba,3,spa
caperucita,9,spa
roja,9,spa
se,8,spa
fue,1,spa
de,5,spa
casa,3,spa
con,2,spa
comida,1,spa
y,21,spa
mientras,1,spa
caminando,1,spa
hay,1,spa
un,3,spa
lobo,10,spa
esperando,1,spa
a,13,spa
comerla,1,spa
algiuen,1,spa
le,5,spa
tratando,1,spa
matar,2,spa
quedó,1,spa
agarar,1,spa
flores,2,spa
para,3,spa
el,10,spa
entró,2,spa
cazó,1,spa
comer,1,spa
comió,2,spa
disfrazó,1,spa
metió,1,spa
cama,1,spa
puso,1,spa
unas,2,spa
galletas,1,spa
en,1,spa
mesa,2,spa
confundida,1,spa
sabía,1,spa
poco,1,spa
rara,1,spa
miró,1,spa
empezó,1,spa
persiguir,1,spa
vino,1,spa
señor,3,spa
pistola,1,spa
muy,2,spa
grande,1,spa
perro,2,spa
cortó,1,spa
al,1,spa
salieron,1,spa
dio,1,spa
vuelta,1,spa
pusieron,1,spa
rocas,1,spa
adentro,1,spa
barriga,1,spa
pesado,1,spa
costaba,1,spa
mucho,1,spa
trabajo,1,spa
todos,1,spa
reía,1,spa
fueron,1,spa
dijieron,1,spa
adiós,1,spa
