word,frequency,language
Little,6,eng
Red,6,eng
Riding,6,eng
Hood,5,eng
was,5,eng
in,3,eng
a,5,eng
house,6,eng
with,5,eng
her,7,eng
grandma,6,eng
she,4,eng
left,3,eng
the,17,eng
basket,1,eng
of,2,eng
food,2,eng
attacked,2,eng
by,1,eng
wolf,10,eng
woods,1,eng
found,1,eng
entered,2,eng
and,11,eng
ate,2,eng
arranged,1,eng
flowers,1,eng
put,1,eng
out,1,eng
for,1,eng
but,1,eng
did,1,eng
not,1,eng
know,1,eng
that,1,eng
going,1,eng
to,2,eng
eat,1,eng
went,1,eng
up,1,eng
asking,1,eng
questions,1,eng
because,1,eng
thought,1,eng
it,2,eng
The,1,eng
hunter,3,eng
his,2,eng
dog,1,eng
saw,1,eng
who,1,eng
had,1,eng
eaten,1,eng
both,1,eng
them,1,eng
cuts,1,eng
open,2,eng
cut,1,eng
they,4,eng
filled,1,eng
stomache,2,eng
rocks,2,eng
stiched,1,eng
together,1,eng
walked,1,eng
around,1,eng
laughed,1,eng
at,1,eng
him,1,eng
all,1,eng
said,1,eng
goodbye,1,eng
end,1,eng
