word,frequency,language
rocas,1,spa
mamá,4,spa
tiene,3,spa
niña,20,spa
que,1,spa
capete,1,spa
roja,2,spa
los,1,spa
niños,1,spa
las,2,spa
niñas,1,spa
llama,1,spa
capetera,1,spa
un,2,spa
día,1,spa
dice,10,spa
este,1,spa
es,5,spa
por,5,spa
tu,7,spa
abuela,18,spa
ve,2,spa
a,9,spa
porque,1,spa
favor,1,spa
dije,1,spa
después,8,spa
lobo,22,spa
piensa,1,spa
comía,1,spa
persona,1,spa
se,4,spa
hey,1,spa
no,1,spa
idea,1,spa
hola,1,spa
tú,2,spa
quieres,1,spa
yo,1,spa
tengo,1,spa
choca,1,spa
camina,1,spa
con,3,spa
flores,1,spa
caminó,4,spa
hasta,1,spa
casa,4,spa
abrí,1,spa
puerta,1,spa
come,1,spa
poner,3,spa
ropa,1,spa
de,3,spa
triste,1,spa
su,1,spa
qué,1,spa
nariz,1,spa
así,1,spa
puedo,1,spa
muy,5,spa
bien,2,spa
ser,1,spa
ojos,1,spa
ver,1,spa
comer,3,spa
e,1,spa
correr,1,spa
rápido,2,spa
en,3,spa
panza,4,spa
está,1,spa
cama,1,spa
pero,1,spa
tira,1,spa
rocos,1,spa
mira,1,spa
tomar,1,spa
ello,1,spa
mi,1,spa
quiera,1,spa
agua,2,spa
hunter,2,spa
once,1,eng
upon,1,eng
a,1,eng
time,1,eng
is,6,eng
sick,1,eng
so,4,eng
run,1,eng
away,1,eng
to,1,eng
picking,1,eng
visit,1,eng
smell,1,eng
you,1,eng
hunter,3,eng
and,1,eng
free,1,eng
dead,2,eng
hurray,2,eng
the,2,eng
heavy,1,eng
splash,1,eng
in,1,eng
well,1,eng
safe,1,eng
