word,frequency,language
entonces,2,spa
caperucita,11,spa
roja,6,spa
estaba,1,spa
en,3,spa
casa,4,spa
de,4,spa
su,6,spa
abuela,7,spa
y,20,spa
comió,3,spa
una,2,spa
torta,1,spa
se,9,spa
fue,2,spa
el,6,spa
le,2,spa
habia,2,spa
dado,1,spa
canasta,1,spa
con,2,spa
comida,1,spa
para,1,spa
llevársela,1,spa
a,7,spa
luego,8,spa
iba,1,spa
camino,1,spa
encuentró,1,spa
un,2,spa
lobo,7,spa
puso,1,spa
recolectar,1,spa
flores,2,spa
O,1,spa
llego,2,spa
la,4,spa
dejo,1,spa
las,1,spa
que,2,spa
recolectado,1,spa
mesa,1,spa
dio,1,spa
cuenta,1,spa
esta,1,spa
no,1,spa
era,1,spa
intentó,1,spa
asustar,1,spa
cazador,3,spa
al,1,spa
cortó,1,spa
sacó,1,spa
empezó,1,spa
poner,2,spa
empezaron,1,spa
cosas,1,spa
adentro,1,spa
del,2,spa
estómago,1,spa
termino,1,spa
yéndose,1,spa
cayó,1,spa
despidieron,1,spa
también,1,spa
fin,1,spa
well,1,eng
