word,frequency,language
Little,11,eng
Red,11,eng
Riding,11,eng
Hood,11,eng
by,1,eng
Charles,1,eng
Perrault,1,eng
danced,1,eng
while,2,eng
her,7,eng
grandma,9,eng
was,6,eng
cheering,1,eng
up,2,eng
walked,3,eng
past,3,eng
the,24,eng
garden,1,eng
she,5,eng
is,1,eng
saying,1,eng
bye,1,eng
to,3,eng
he,7,eng
thought,3,eng
about,2,eng
eating,1,eng
house,1,eng
tried,3,eng
looking,1,eng
for,2,eng
ate,4,eng
eat,2,eng
wolfs,1,eng
in,2,eng
bed,1,eng
and,14,eng
left,1,eng
some,1,eng
flowers,1,eng
here,7,eng
waking,1,eng
that,2,eng
it,2,eng
but,2,eng
scare,1,eng
after,1,eng
full,1,eng
then,1,eng
hunter,3,eng
came,1,eng
with,1,eng
rifle,1,eng
cut,1,eng
open,1,eng
stomache,2,eng
let,1,eng
out,1,eng
put,1,eng
rocks,2,eng
of,1,eng
think,1,eng
because,1,eng
actually,1,eng
thanked,1,eng
