word,frequency,language
caperucita,17,spa
roja,15,spa
su,3,spa
abuela,10,spa
mamá,2,spa
le,6,spa
dice,2,spa
lleva,2,spa
esta,2,spa
comida,2,spa
a,10,spa
tu,4,spa
enferma,2,spa
está,2,spa
después,11,spa
responde,1,spa
y,10,spa
llega,1,spa
al,3,spa
bosque,4,spa
por,2,spa
el,10,spa
no,3,spa
un,3,spa
lobo,12,spa
de,9,spa
ella,1,spa
dijo,2,spa
qué,1,spa
vas,1,spa
coger,1,spa
flores,2,spa
para,4,spa
así,2,spa
agarrar,1,spa
atajo,1,spa
más,1,spa
rápido,1,spa
la,14,spa
casa,4,spa
pensó,1,spa
entró,1,spa
se,4,spa
comió,2,spa
llegó,1,spa
estaba,2,spa
mirando,1,spa
hambriento,1,spa
puso,1,spa
las,1,spa
que,4,spa
recogió,1,spa
del,4,spa
en,1,spa
una,1,spa
con,1,spa
agua,1,spa
ojos,1,spa
grandes,2,spa
tienes,3,spa
respondió,2,spa
son,1,spa
verte,1,spa
mejor,3,spa
mi,1,spa
vida,1,spa
orejas,1,spa
tan,2,spa
escucharlo,1,spa
boca,1,spa
grande,1,spa
es,1,spa
sorpresa,1,spa
saltó,1,spa
cama,1,spa
persiguiendo,1,spa
lista,1,spa
correr,1,spa
final,1,spa
cazador,2,spa
escuchó,1,spa
los,1,spa
gritos,1,spa
vino,1,spa
mató,1,spa
cortó,1,spa
panza,3,spa
salvó,1,spa
cogió,1,spa
unas,1,spa
rocas,1,spa
les,1,spa
metió,1,spa
cieran,1,spa
podía,1,spa
caminar,1,spa
despidió,2,spa
is,1,eng
okay,1,eng
