word,frequency,language
so,5,eng
it,3,eng
was,4,eng
a,6,eng
normal,1,eng
day,1,eng
and,32,eng
like,3,eng
mom,2,eng
got,3,eng
call,1,eng
her,6,eng
grandma,7,eng
ill,1,eng
she,8,eng
told,3,eng
Little,5,eng
Red,5,eng
Riding,3,eng
Hood,3,eng
to,7,eng
go,3,eng
deliver,2,eng
some,1,eng
cookies,1,eng
then,12,eng
went,2,eng
wolf,4,eng
came,1,eng
by,1,eng
dancing,1,eng
the,14,eng
saw,1,eng
followed,2,eng
another,1,eng
way,2,eng
other,1,eng
distracted,1,eng
there,3,eng
first,1,eng
he,11,eng
tried,3,eng
eat,2,eng
dressed,2,eng
up,3,eng
ate,1,eng
swallowed,1,eng
pretended,1,eng
be,1,eng
fell,1,eng
for,1,eng
recognized,1,eng
that,2,eng
had,2,eng
big,2,eng
eyes,1,eng
snout,1,eng
looked,1,eng
closely,1,eng
figured,1,eng
jumped,1,eng
out,2,eng
hunter,1,eng
seen,1,eng
them,1,eng
before,1,eng
shot,1,eng
took,1,eng
they,4,eng
were,1,eng
happy,1,eng
filled,1,eng
him,4,eng
with,1,eng
rocks,2,eng
threw,2,eng
on,2,eng
river,2,eng
when,1,eng
put,1,eng
walking,1,eng
toward,1,eng
well,1,eng
thing,1,eng
left,1,eng
stayed,1,eng
