word,frequency,language
Caperucita,4,spa
no,1,spa
la,7,spa
mamá,1,spa
recibió,1,spa
una,2,spa
tarjeta,1,spa
que,5,spa
decía,1,spa
estaba,3,spa
muy,1,spa
enferma,1,spa
abuelita,3,spa
y,11,spa
le,3,spa
dijo,2,spa
a,4,spa
Roja,2,spa
mande,1,spa
galletas,1,spa
entonces,2,spa
fue,3,spa
cerrado,1,spa
callecita,1,spa
por,2,spa
el,4,spa
otro,2,spa
lado,2,spa
luego,2,spa
vio,2,spa
un,2,spa
lobo,4,spa
correteando,1,spa
trabajador,1,spa
o,1,spa
alguien,1,spa
lo,1,spa
llegaría,1,spa
más,2,spa
rápido,2,spa
casa,1,spa
de,1,spa
se,1,spa
vistió,1,spa
como,1,spa
llegó,1,spa
ya,1,spa
casi,1,spa
iba,1,spa
matar,1,spa
pero,1,spa
señor,1,spa
había,1,spa
visto,1,spa
mató,1,spa
al,1,spa
