word,frequency,language
la,23,spa
Caperucita,13,spa
Roja,8,spa
de,2,spa
Charles,1,spa
Perrault,1,spa
Rosa,2,spa
estaba,11,spa
bailando,1,spa
abuela,1,spa
le,2,spa
diciendo,1,spa
a,10,spa
el,12,spa
lobo,9,spa
viendo,2,spa
para,4,spa
comérsela,4,spa
siguiendo,1,spa
y,15,spa
va,4,spa
ir,1,spa
casa,1,spa
abuelita,8,spa
en,4,spa
cama,2,spa
planeando,1,spa
comerse,2,spa
se,4,spa
hace,1,spa
como,1,spa
si,1,spa
fuera,1,spa
quiere,1,spa
ver,1,spa
su,1,spa
que,2,spa
mirando,1,spa
al,1,spa
final,1,spa
bien,1,spa
lleno,1,spa
niña,1,spa
luego,3,spa
viene,1,spa
hacer,1,spa
algo,1,spa
acá,4,spa
corta,1,spa
panza,2,spa
saca,1,spa
están,1,spa
felices,1,spa
poquito,1,spa
poniendo,3,spa
estaban,2,spa
rocas,2,spa
del,1,spa
despertó,1,spa
él,1,spa
piensa,1,spa
comió,1,spa
es,1,spa
o,1,spa
diciéndole,1,spa
adiós,1,spa
hunter,4,eng
