word,frequency,language
Caperucita,4,spa
estaba,6,spa
muy,4,spa
contenta,2,spa
porque,1,spa
iba,1,spa
a,8,spa
ir,1,spa
ver,1,spa
su,13,spa
abuelita,14,spa
sigo,1,spa
llegó,1,spa
casa,5,spa
de,9,spa
con,1,spa
capa,1,spa
roja,1,spa
se,7,spa
fue,2,spa
caminando,1,spa
por,3,spa
el,8,spa
bosque,1,spa
ella,3,spa
llevaba,1,spa
una,1,spa
canasta,1,spa
llena,1,spa
comida,1,spa
para,4,spa
llevársela,1,spa
caminó,1,spa
mucho,2,spa
tiempo,1,spa
pero,1,spa
no,2,spa
dio,2,spa
cuenta,2,spa
que,4,spa
atrás,1,spa
lobo,6,spa
listo,1,spa
afuera,1,spa
la,8,spa
esperando,1,spa
momento,1,spa
apropiado,1,spa
metió,1,spa
adentro,1,spa
asustada,1,spa
entró,2,spa
puso,2,spa
flores,1,spa
y,7,spa
galletas,1,spa
en,3,spa
mesa,1,spa
pensó,1,spa
durmiendo,1,spa
después,3,spa
le,4,spa
preguntó,1,spa
qué,1,spa
tienes,1,spa
esas,1,spa
orejas,1,spa
tan,1,spa
grandotas,1,spa
respondió,2,spa
oírte,1,spa
mejor,1,spa
era,2,spa
asustó,1,spa
vio,1,spa
un,1,spa
señor,1,spa
matar,1,spa
al,1,spa
tenía,1,spa
unas,2,spa
tijeras,1,spa
abrirle,1,spa
estómago,2,spa
entonces,1,spa
piedras,1,spa
boca,1,spa
panzón,1,spa
todos,1,spa
estaban,1,spa
contentos,1,spa
despidió,1,spa
fin,1,spa
