word,frequency,language
Caperucita,8,spa
Roja,3,spa
a,5,spa
le,8,spa
gustaba,1,spa
hacer,1,spa
pastel,1,spa
con,3,spa
su,10,spa
abuelita,6,spa
mamá,1,spa
dijo,1,spa
que,8,spa
fuera,1,spa
llevarle,1,spa
fruta,2,spa
galleta,1,spa
y,16,spa
vino,3,spa
pero,3,spa
el,12,spa
lobo,9,spa
se,9,spa
estaba,6,spa
dio,1,spa
cuenta,1,spa
iba,1,spa
caminando,1,spa
sola,1,spa
él,2,spa
no,2,spa
sabía,1,spa
leñador,3,spa
ahí,1,spa
mientras,1,spa
cortando,1,spa
flores,2,spa
para,5,spa
adelantó,1,spa
disfrazarse,1,spa
de,3,spa
después,8,spa
pensó,1,spa
en,3,spa
algo,1,spa
la,6,spa
comió,1,spa
dejó,1,spa
sus,3,spa
galletas,1,spa
mirando,1,spa
ella,1,spa
miró,1,spa
empezó,1,spa
preguntar,1,spa
por,1,spa
qué,1,spa
ojos,1,spa
eran,1,spa
más,1,spa
grandes,1,spa
contestó,1,spa
verte,1,spa
mejor,1,spa
así,1,spa
levantó,1,spa
cama,2,spa
vio,2,spa
era,1,spa
salió,1,spa
corriendo,1,spa
un,1,spa
cazador,1,spa
lo,2,spa
pancita,1,spa
llenita,1,spa
cortó,1,spa
panza,1,spa
al,1,spa
pudieron,1,spa
salir,1,spa
metió,1,spa
piedras,1,spa
costuró,1,spa
notara,1,spa
fue,2,spa
tomar,1,spa
agua,1,spa
cayó,1,spa
pozo,1,spa
resbaló,1,spa
despidió,1,spa
casa,1,spa
