word,frequency,language
Roja,8,spa
con,3,spa
su,8,spa
Capelucita,6,spa
estaba,3,spa
abuelita,5,spa
comiendo,1,spa
pastel,1,spa
le,5,spa
llevaba,2,spa
vino,2,spa
a,8,spa
pan,1,spa
y,10,spa
este,1,spa
fruta,1,spa
el,16,spa
lobo,13,spa
la,7,spa
atacó,1,spa
un,1,spa
leñador,1,spa
iba,4,spa
atacar,3,spa
al,3,spa
agarraba,1,spa
flores,2,spa
para,2,spa
quería,2,spa
entrar,1,spa
casa,1,spa
de,3,spa
abuela,4,spa
puso,1,spa
las,1,spa
Caperucita,2,spa
pueso,1,spa
unas,2,spa
galletas,1,spa
en,2,spa
cama,1,spa
se,4,spa
dio,1,spa
cuenta,1,spa
que,1,spa
no,1,spa
era,2,spa
asustó,1,spa
señor,4,spa
atacaba,1,spa
por,1,spa
matar,1,spa
sorprendió,1,spa
piedras,2,spa
tiró,1,spa
una,1,spa
piedra,1,spa
cayó,1,spa
pozo,1,spa
van,1,spa
perro,1,spa
