word,frequency,language
Caperucita,12,spa
Roja,8,spa
érase,1,spa
una,4,spa
vez,2,spa
donde,2,spa
vivía,1,spa
casa,3,spa
o,2,spa
cabaña,1,spa
en,2,spa
el,13,spa
bosque,2,spa
con,3,spa
su,8,spa
abuelita,15,spa
a,7,spa
la,17,spa
que,8,spa
le,10,spa
gustaba,1,spa
hacer,1,spa
pasteles,1,spa
un,4,spa
día,1,spa
fue,2,spa
visitar,1,spa
y,15,spa
mamá,1,spa
dio,2,spa
canasta,1,spa
pastelitos,1,spa
galletas,1,spa
frutas,1,spa
mucho,1,spa
más,1,spa
para,7,spa
diera,1,spa
almorzar,1,spa
mientras,2,spa
iba,2,spa
camino,1,spa
al,5,spa
ella,1,spa
no,2,spa
se,8,spa
cuenta,1,spa
de,12,spa
había,1,spa
lobo,12,spa
estaba,3,spa
siguiendo,1,spa
ya,1,spa
tenía,1,spa
mucha,1,spa
hambre,1,spa
devorar,1,spa
pero,2,spa
sabía,1,spa
atrás,1,spa
él,1,spa
cazador,5,spa
leñador,1,spa
entonces,6,spa
cuando,2,spa
llegó,1,spa
paró,1,spa
recoger,1,spa
flores,1,spa
planeó,1,spa
comerse,1,spa
devoró,1,spa
disfrazó,1,spa
abría,1,spa
puerta,1,spa
preparaba,1,spa
comida,1,spa
despertó,2,spa
preguntó,1,spa
qué,3,spa
ojos,1,spa
tan,3,spa
grandes,3,spa
tienes,3,spa
son,3,spa
verte,1,spa
mejor,3,spa
contestó,3,spa
disfrazado,2,spa
orejas,1,spa
oírte,1,spa
dientes,1,spa
comerte,1,spa
exclamó,1,spa
gritó,1,spa
hasta,1,spa
oyó,1,spa
abuela,1,spa
estaban,1,spa
dentro,1,spa
del,2,spa
estómago,2,spa
después,4,spa
eso,3,spa
cortó,2,spa
panza,1,spa
ahí,1,spa
salieron,1,spa
metieron,1,spa
piedras,1,spa
pareciera,1,spa
peso,1,spa
cosió,1,spa
entró,1,spa
sed,1,spa
pozo,1,spa
resbaló,1,spa
ahogó,1,spa
todo,1,spa
volvió,1,spa
feliz,1,spa
hacia,1,spa
diciéndole,1,spa
adiós,1,spa
fin,1,spa
