word,frequency,language
había,15,spa
una,4,spa
vez,1,spa
niña,1,spa
que,10,spa
vivía,1,spa
en,4,spa
cabaña,1,spa
el,9,spa
bosque,1,spa
un,5,spa
día,2,spa
a,11,spa
su,3,spa
abuelita,3,spa
le,5,spa
gustado,1,spa
preparar,1,spa
pasteles,1,spa
y,11,spa
la,13,spa
mamá,1,spa
de,4,spa
Caperucita,7,spa
dicho,2,spa
lleve,1,spa
canasta,2,spa
con,1,spa
cosas,1,spa
para,4,spa
después,4,spa
lobo,8,spa
visto,2,spa
dio,1,spa
curiosidad,1,spa
lo,3,spa
pero,2,spa
no,1,spa
sabía,1,spa
es,1,spa
cazador,3,spa
Roja,2,spa
se,9,spa
entretuvido,1,spa
juntando,1,spa
flores,1,spa
adelantado,1,spa
casa,3,spa
rápidamente,1,spa
entrado,1,spa
comido,1,spa
engañado,1,spa
también,1,spa
él,1,spa
comiera,1,spa
preguntado,1,spa
por,1,spa
qué,2,spa
veía,1,spa
tan,1,spa
diferente,1,spa
estaba,2,spa
muy,3,spa
confundida,1,spa
iba,1,spa
comer,1,spa
escuchado,1,spa
unos,1,spa
gritos,1,spa
fue,3,spa
abuela,2,spa
ver,1,spa
pasado,1,spa
tenía,1,spa
unas,1,spa
tijeras,1,spa
entonces,2,spa
cortó,1,spa
al,3,spa
saliera,1,spa
recolecte,1,spa
piedras,1,spa
metérselas,1,spa
panza,2,spa
tuvo,1,spa
mucha,1,spa
sed,1,spa
pozo,3,spa
tomar,1,spa
agua,1,spa
cuando,1,spa
dura,1,spa
cayó,1,spa
colorín,1,spa
colorado,1,spa
este,1,spa
cuento,1,spa
ha,1,spa
acabado,1,spa
