word,frequency,language
Caperucita,6,spa
Roja,5,spa
tenía,1,spa
una,2,spa
capa,1,spa
roja,1,spa
su,3,spa
abuela,6,spa
y,18,spa
ella,1,spa
le,7,spa
gustaba,1,spa
cocinar,1,spa
pasteles,1,spa
un,2,spa
día,1,spa
llevó,1,spa
mamá,1,spa
quería,5,spa
que,4,spa
llevara,1,spa
vino,4,spa
uvas,1,spa
galletas,2,spa
a,7,spa
la,10,spa
vivía,1,spa
en,2,spa
el,6,spa
bosque,1,spa
lobo,5,spa
se,8,spa
comer,2,spa
pero,2,spa
como,1,spa
estaba,1,spa
leñador,1,spa
llegó,1,spa
primero,1,spa
para,2,spa
comerse,2,spa
antes,1,spa
comió,1,spa
después,3,spa
puso,2,spa
ropa,1,spa
flores,1,spa
destapar,1,spa
no,1,spa
dejaba,1,spa
corrió,1,spa
señor,1,spa
lo,2,spa
matar,1,spa
vio,1,spa
gordo,1,spa
cortó,1,spa
al,2,spa
sacó,1,spa
quedó,1,spa
flaco,1,spa
ya,1,spa
metieron,1,spa
rocas,1,spa
panza,1,spa
iban,1,spa
costurar,1,spa
con,1,spa
aguja,1,spa
todos,1,spa
estaban,1,spa
riendo,1,spa
tenían,1,spa
sed,1,spa
cayó,1,spa
pozo,1,spa
dijo,1,spa
adiós,1,spa
