word,frequency,language
Caperucita,10,spa
Roja,1,spa
vivía,2,spa
en,4,spa
el,9,spa
bosque,2,spa
con,3,spa
su,9,spa
abuelita,7,spa
y,13,spa
a,10,spa
le,2,spa
gustaba,1,spa
mucho,1,spa
cocinar,1,spa
pasteles,1,spa
un,3,spa
día,1,spa
fue,2,spa
visitar,1,spa
llevó,1,spa
comida,1,spa
iba,1,spa
pero,1,spa
lobo,7,spa
la,7,spa
seguía,1,spa
había,1,spa
leñador,2,spa
que,4,spa
lo,3,spa
vio,1,spa
se,9,spa
quedó,1,spa
recoger,1,spa
flores,2,spa
para,1,spa
adelantó,1,spa
casa,2,spa
llegó,3,spa
quería,2,spa
comerse,1,spa
de,6,spa
comió,2,spa
visitó,1,spa
ella,1,spa
acostó,1,spa
cama,2,spa
puso,1,spa
las,1,spa
florero,1,spa
dio,1,spa
cuenta,1,spa
algo,1,spa
andaba,1,spa
mal,1,spa
entonces,1,spa
salió,1,spa
empezó,1,spa
perseguirla,1,spa
después,1,spa
cazador,1,spa
matar,1,spa
al,1,spa
mató,1,spa
logró,1,spa
sacar,1,spa
panza,2,spa
luego,3,spa
metieron,1,spa
piedras,1,spa
acosturaron,1,spa
cuando,1,spa
levantó,1,spa
sintió,1,spa
muy,1,spa
pesada,1,spa
fin,1,spa
