word,frequency,language
érase,1,spa
una,3,spa
vez,1,spa
niña,1,spa
que,12,spa
se,13,spa
llamaba,1,spa
Caperucita,14,spa
Roja,13,spa
y,17,spa
su,14,spa
abuelita,1,spa
les,2,spa
gustaba,1,spa
hacer,1,spa
pasteles,1,spa
un,5,spa
día,1,spa
mamá,1,spa
le,9,spa
dijo,2,spa
a,16,spa
llevara,1,spa
algo,1,spa
de,8,spa
comida,1,spa
abuela,9,spa
llevó,1,spa
vino,1,spa
uva,1,spa
galletas,1,spa
en,2,spa
la,7,spa
canasta,1,spa
cuando,1,spa
iba,1,spa
caminando,1,spa
no,4,spa
dio,1,spa
cuenta,1,spa
lobo,9,spa
estaba,5,spa
persiguiendo,1,spa
el,10,spa
sabía,2,spa
había,1,spa
leñador,1,spa
mientras,3,spa
recogía,1,spa
flores,3,spa
decidió,1,spa
ir,1,spa
casa,4,spa
llegó,4,spa
comió,2,spa
luego,1,spa
dejó,1,spa
las,2,spa
cama,1,spa
haciendo,1,spa
ver,1,spa
viendo,1,spa
pero,2,spa
asustó,1,spa
huyó,1,spa
porque,1,spa
paró,1,spa
quiso,1,spa
comer,1,spa
ahí,4,spa
después,2,spa
cazador,3,spa
dormido,1,spa
agarró,1,spa
tijera,1,spa
cortó,1,spa
panza,1,spa
para,2,spa
saliera,1,spa
ayudaran,1,spa
fuera,1,spa
por,1,spa
alguna,1,spa
roca,1,spa
costurara,1,spa
ya,1,spa
pusieron,1,spa
muchas,1,spa
rocas,1,spa
sentía,1,spa
con,1,spa
mucha,1,spa
sed,1,spa
fue,1,spa
al,2,spa
pozo,2,spa
tomar,1,spa
poco,1,spa
agua,1,spa
como,1,spa
fijó,1,spa
eran,1,spa
piedras,1,spa
cayó,1,spa
despidió,1,spa
fueron,1,spa
siempre,1,spa
