word,frequency,language
Caperucita,11,spa
Roja,11,spa
vivía,1,spa
en,3,spa
el,10,spa
bosque,2,spa
y,15,spa
tenía,2,spa
una,2,spa
abuelita,8,spa
que,4,spa
le,4,spa
gustaba,1,spa
mucho,1,spa
preparar,1,spa
pasteles,1,spa
un,5,spa
día,1,spa
la,12,spa
mamá,1,spa
de,3,spa
dio,1,spa
canasta,1,spa
a,13,spa
para,5,spa
vaya,1,spa
se,12,spa
lo,2,spa
diera,1,spa
su,5,spa
iba,3,spa
por,2,spa
lobo,9,spa
seguía,1,spa
porque,1,spa
hambre,1,spa
quedó,1,spa
recolectando,1,spa
flores,2,spa
regalo,1,spa
mientras,1,spa
adelantó,1,spa
estaba,3,spa
cerca,1,spa
casa,3,spa
cuando,2,spa
entró,1,spa
vio,1,spa
comió,2,spa
llegó,2,spa
puso,1,spa
las,2,spa
jarrón,1,spa
había,1,spa
hecho,1,spa
pasar,1,spa
quiso,1,spa
ver,1,spa
escondía,1,spa
no,1,spa
dejara,1,spa
viera,1,spa
después,3,spa
saltó,1,spa
cama,1,spa
quererse,1,spa
comer,1,spa
cazador,3,spa
cazar,1,spa
al,3,spa
cortó,1,spa
panza,2,spa
sacó,1,spa
rellenando,1,spa
con,3,spa
rocas,1,spa
iban,1,spa
coser,1,spa
piedras,1,spa
yendo,1,spa
cayó,1,spa
pozo,1,spa
junto,1,spa
quedar,1,spa
