word,frequency,language
érase,1,spa
una,4,spa
vez,1,spa
Caperucita,9,spa
Roja,3,spa
que,2,spa
estaba,4,spa
en,1,spa
su,4,spa
casa,1,spa
un,6,spa
día,2,spa
con,4,spa
abuela,1,spa
y,15,spa
a,5,spa
ellas,1,spa
juntas,1,spa
les,1,spa
gustaba,1,spa
preparar,1,spa
pastel,1,spa
mamá,1,spa
mandó,1,spa
la,11,spa
canasta,1,spa
llena,1,spa
de,6,spa
comida,1,spa
botella,1,spa
repente,2,spa
se,9,spa
encontró,1,spa
lobo,10,spa
atrás,1,spa
del,2,spa
había,2,spa
leñador,1,spa
el,11,spa
adelantó,1,spa
mientras,1,spa
recogía,1,spa
flores,2,spa
decidió,1,spa
comerse,1,spa
abuelita,3,spa
luego,2,spa
llegó,1,spa
ramo,1,spa
fingiendo,1,spa
ser,1,spa
preguntándose,1,spa
por,2,spa
qué,1,spa
tiene,1,spa
esas,1,spa
manos,1,spa
tan,1,spa
grandes,1,spa
rebela,2,spa
después,2,spa
llega,1,spa
cazador,4,spa
para,3,spa
sacarle,1,spa
lo,1,spa
comido,1,spa
entonces,2,spa
sacó,1,spa
fue,1,spa
piedras,1,spa
darle,1,spa
al,2,spa
sintió,1,spa
mal,1,spa
pancita,1,spa
cayó,1,spa
pozo,1,spa
perro,1,spa
fueron,2,spa
vivieron,1,spa
felices,1,spa
siempre,1,spa
fin,1,spa
