word,frequency,language
una,3,spa
vez,1,spa
caperucita,12,spa
roja,6,spa
tenía,2,spa
abuela,11,spa
que,10,spa
le,2,spa
gustaba,1,spa
preparar,1,spa
pasteles,1,spa
un,5,spa
día,1,spa
se,13,spa
fue,1,spa
a,7,spa
visitar,1,spa
su,6,spa
llevando,1,spa
en,4,spa
el,12,spa
canasto,1,spa
galleta,1,spa
uvas,1,spa
y,17,spa
agua,2,spa
xx,1,spa
lobo,11,spa
dio,1,spa
cuento,1,spa
estaba,3,spa
yendo,1,spa
la,14,spa
casa,4,spa
de,7,spa
pero,1,spa
no,1,spa
dió,2,spa
cuenta,3,spa
había,2,spa
leñador,1,spa
atras,1,spa
él,1,spa
recogiendo,1,spa
flores,2,spa
adelantó,2,spa
para,2,spa
entrar,1,spa
entró,1,spa
comía,1,spa
llegó,3,spa
con,4,spa
galletas,1,spa
sin,1,spa
darse,1,spa
cama,1,spa
vio,1,spa
orejas,1,spa
grandes,1,spa
boca,2,spa
grande,1,spa
cuando,1,spa
era,1,spa
paró,1,spa
corrió,1,spa
despues,1,spa
padre,2,spa
entrando,1,spa
viendo,2,spa
comió,1,spa
luego,2,spa
papá,1,spa
cortó,1,spa
panza,2,spa
del,2,spa
sacó,1,spa
diciendo,1,spa
metiendo,1,spa
piedras,1,spa
iba,1,spa
ver,1,spa
pasaba,1,spa
cayó,1,spa
pozo,1,spa
saludando,1,spa
perro,1,spa
yendose,1,spa
