word,frequency,language
había,1,spa
una,4,spa
vez,1,spa
niña,2,spa
que,5,spa
se,9,spa
llamaba,1,spa
Caperucita,6,spa
Roja,3,spa
y,7,spa
tenía,1,spa
un,3,spa
chaleco,1,spa
rojo,1,spa
la,7,spa
vivía,1,spa
con,4,spa
su,7,spa
abuela,9,spa
le,2,spa
gustaban,1,spa
los,1,spa
pasteles,1,spa
hacían,1,spa
uno,1,spa
para,2,spa
cena,1,spa
iba,3,spa
a,5,spa
casa,2,spa
de,4,spa
canasta,1,spa
comida,1,spa
cuando,4,spa
caminando,1,spa
por,1,spa
el,8,spa
bosque,1,spa
no,2,spa
daba,1,spa
cuenta,2,spa
lobo,10,spa
estaba,3,spa
persiguiendo,1,spa
mientras,1,spa
detuvo,1,spa
cortar,1,spa
algunas,1,spa
flores,1,spa
adelantó,1,spa
quiso,1,spa
comer,1,spa
llevó,1,spa
las,2,spa
cosas,1,spa
puso,1,spa
en,1,spa
mesa,1,spa
era,4,spa
asustada,1,spa
vio,1,spa
al,6,spa
porque,1,spa
pensaba,1,spa
dio,1,spa
pero,1,spa
durmiendo,1,spa
llegó,1,spa
cazador,2,spa
cortó,1,spa
pudieran,1,spa
salir,1,spa
luego,1,spa
todos,2,spa
estaban,1,spa
llenando,1,spa
piedras,1,spa
final,1,spa
corriendo,1,spa
pozo,1,spa
agua,1,spa
después,1,spa
despidieron,1,spa
fueron,1,spa
felices,1,spa
