word,frequency,language
una,2,spa
vez,1,spa
Caperucita,11,spa
Roja,1,spa
vivía,1,spa
en,5,spa
el,10,spa
bosque,1,spa
como,2,spa
y,18,spa
un,5,spa
día,2,spa
abuelita,6,spa
ella,1,spa
era,1,spa
su,2,spa
cumpleaños,1,spa
de,6,spa
las,4,spa
dos,1,spa
hicieron,1,spa
pastel,1,spa
la,11,spa
mamá,1,spa
envió,1,spa
a,13,spa
que,9,spa
le,6,spa
llevara,1,spa
galletas,2,spa
uvas,1,spa
agua,5,spa
lobo,11,spa
no,3,spa
se,11,spa
había,4,spa
dado,1,spa
cuenta,4,spa
feroz,1,spa
seguía,1,spa
pero,1,spa
cazador,3,spa
sí,1,spa
dio,3,spa
eso,2,spa
agachó,1,spa
para,2,spa
recoger,1,spa
flores,2,spa
adelantó,1,spa
comió,1,spa
porque,3,spa
tenía,4,spa
mucha,1,spa
hambre,1,spa
después,5,spa
estaba,1,spa
ahí,1,spa
entonces,2,spa
entró,1,spa
puso,2,spa
sirvió,1,spa
agarrado,1,spa
preguntó,1,spa
al,4,spa
por,2,spa
qué,2,spa
esos,1,spa
ojos,1,spa
tan,2,spa
grandes,2,spa
esas,2,spa
orejas,1,spa
preguntas,1,spa
saltó,1,spa
quería,1,spa
devorar,1,spa
bueno,1,spa
devoró,1,spa
llegó,1,spa
disparó,1,spa
vio,1,spa
ya,1,spa
pasado,1,spa
algo,1,spa
abrió,1,spa
panza,2,spa
sacó,1,spa
ayudaron,1,spa
agarrar,1,spa
piedras,2,spa
metérselas,1,spa
salió,1,spa
tomar,2,spa
demasiada,1,spa
sed,1,spa
pensó,1,spa
comido,1,spa
mucho,2,spa
los,1,spa
demás,1,spa
estaban,1,spa
adentro,1,spa
fue,2,spa
pozo,1,spa
tomaba,1,spa
pesaban,1,spa
cayó,1,spa
empezó,1,spa
ahogar,1,spa
con,1,spa
llegaron,1,spa
casa,1,spa
fueron,1,spa
felices,1,spa
