word,frequency,language
Caperucita,13,spa
Roja,2,spa
era,1,spa
una,1,spa
niña,1,spa
que,4,spa
vivía,1,spa
en,3,spa
el,18,spa
bosque,1,spa
conjunto,1,spa
con,2,spa
su,8,spa
abuelita,9,spa
ella,1,spa
hacía,1,spa
pasteles,1,spa
junto,1,spa
mamá,1,spa
mandó,1,spa
a,11,spa
dejarle,1,spa
galleta,2,spa
uvas,1,spa
y,15,spa
vino,1,spa
no,2,spa
se,8,spa
dio,2,spa
cuenta,2,spa
lobo,10,spa
la,7,spa
venía,2,spa
siguiendo,2,spa
cazador,4,spa
lo,1,spa
entretenió,1,spa
cortando,1,spa
flores,1,spa
para,3,spa
adelantó,1,spa
casa,1,spa
de,3,spa
atacó,1,spa
llegó,2,spa
al,2,spa
cuarto,1,spa
dejó,1,spa
las,1,spa
rosas,1,spa
agua,2,spa
estaba,2,spa
cama,1,spa
acercó,1,spa
le,2,spa
aventó,1,spa
perro,3,spa
llegaron,1,spa
rescatar,1,spa
salvó,1,spa
abuela,1,spa
llevaba,1,spa
unas,1,spa
piedras,1,spa
igual,1,spa
cosiendo,1,spa
creció,1,spa
mucho,1,spa
panza,1,spa
reían,1,spa
él,1,spa
cayó,1,spa
salvar,1,spa
despidieron,1,spa
